,id,sentence,dataset,num_flips
3560,ch6.93.*.09,The mailman was bit.,Adger,2
3575,ch6.98.g.06,The situation was anticipated by the couple.,Adger,10
3579,ch6.99.*.02,The window fell by the earthquake.,Adger,32
3584,ch6.99.*.07,The bed shook by the earthquake.,Adger,92
3592,ch7.102.g.07,My opinion article is in the newspaper.,Adger,18
3594,ch7.103.*.01,A book of my is on the desk.,Adger,38
3598,ch7.103.*.05,A jacket of my is in the closet.,Adger,38
3599,ch7.103.*.06,A poem of my is in the anthology.,Adger,46
3600,ch7.103.*.07,A opinion of my article is in the newspaper.,Adger,98
3601,ch7.103.*.08,A necklace of my is for sale on ebay.,Adger,2
3608,ch7.104.g.07,A opinion of mine article is in the newspaper.,Adger,88
3615,ch7.105.*.06,The president's appointment of Paul's was controversial.,Adger,44
3617,ch7.105.*.08,The host's invitation of Kim's was controversial.,Adger,56
3620,ch7.105.g.03,The manager's recommendation of Lois was stellar.,Adger,20
3625,ch7.105.g.08,The host's invitation of Kim was controversial.,Adger,72
3634,ch7.30-33.*.01,The this man needs a taxi.,Adger,34
3635,ch7.30-33.*.02,Each a guest gets a complimentary breakfast.,Adger,108
3636,ch7.30-33.*.03,Some those letters have the incorrect postage.,Adger,6
3637,ch7.30-33.*.04,A the detective solved the case.,Adger,42
3638,ch7.30-33.*.05,Some these groceries need to be refrigerated.,Adger,16
3639,ch7.30-33.*.06,The a band released a new album.,Adger,4
3640,ch7.30-33.*.07,Each the employee called in sick.,Adger,2
3650,ch7.4.*.01,Letters the are on the table.,Adger,78
3653,ch7.4.*.04,Coats these belong in the closet.,Adger,14
3654,ch7.4.*.05,Plants some need to be watered daily.,Adger,78
3655,ch7.4.*.06,Mosquitoes many spread malaria.,Adger,36
3657,ch7.4.*.08,Elephant that has long tusks.,Adger,72
3666,ch7.53.*.01,The Evan's idea is brilliant.,Adger,2
3667,ch7.53.*.02,The Patty's dog is sick.,Adger,68
3669,ch7.53.*.04,The Phil's wallet is missing.,Adger,20
3672,ch7.53.*.07,The Audrey's movie is very famous.,Adger,102
3673,ch7.53.*.08,The Caroline's decorations are beautiful.,Adger,78
3679,ch7.54.*.06,Brenda's the store is closed.,Adger,20
3691,ch7.7.*.02,Cat is in the yard.,Adger,76
3694,ch7.7.*.05,Plant needs to be watered daily.,Adger,12
3696,ch7.7.*.07,Duck has webbed feet.,Adger,100
3699,ch7.89.*.02,She introduction him to the crowd was humorous.,Adger,44
3703,ch7.89.*.06,They appointment him was controversial.,Adger,56
3708,ch7.90.g.03,His recommendation of her was stellar.,Adger,4
3711,ch7.90.g.06,Their appointment of him was constroversial.,Adger,6
3723,ch8.103.*.02,Susan arranged for they to tour the White House.,Adger,70
3728,ch8.103.*.07,Dina arranged for he to have a summer internship.,Adger,76
3729,ch8.103.*.08,Larry intended for they to spend the holidays together.,Adger,92
3738,ch8.105.*.01,For to do that would be a mistake.,Adger,54
3739,ch8.105.*.02,For to say that would be rude.,Adger,4
3741,ch8.105.*.04,For to pass the test would be a miracle.,Adger,16
3742,ch8.105.*.05,For to win the match would be an upset.,Adger,4
3743,ch8.105.*.06,For to lie would be a mistake.,Adger,36
3744,ch8.105.*.07,For to uncover the secret would be impossible.,Adger,14
3745,ch8.105.*.08,For to lose the sales data would be disastrous.,Adger,2
3757,ch8.120.g.04,We assumed her to be honest.,Adger,46
3778,ch8.133.*.01,What Brian believed was him to be omnipotent.,Adger,40
3779,ch8.133.*.02,What Susan considered was her to be intelligent.,Adger,2
3781,ch8.133.*.04,What Alicia assumed was him to be honest.,Adger,100
3782,ch8.133.*.05,What Katherine assumed was her to be trustworthy.,Adger,6
3784,ch8.133.*.07,What Dina considered was him to be wise.,Adger,8
3785,ch8.133.*.08,What Larry believed was him to be responsible.,Adger,6
3810,ch8.166.g.01,It stinks that Zeus is omnipotent.,Adger,46
3818,ch8.167.*.01,Zeus stinks to be omnipotent.,Adger,6
3819,ch8.167.*.02,Jenny hurts to be dating someone new.,Adger,38
3820,ch8.167.*.03,Zack helps to be willing to drive.,Adger,10
3821,ch8.167.*.04,Linda sucks to be losing her job.,Adger,58
3831,ch8.168-169.g.06,There is likely to be party for your birthday.,Adger,90
3834,ch8.176.*.01,There seems a man to be in the garden.,Adger,24
3835,ch8.176.*.02,There appears a problem to be with this solution.,Adger,26
3839,ch8.176.*.06,There is likely a party to be for your birthday.,Adger,34
3840,ch8.176.*.07,There appears a police officer to be at the door.,Adger,2
3841,ch8.176.*.08,There seems a letter to be on the table.,Adger,60
3844,"ch8.184,186.g.03",I assumed there to be more time before the deadline.,Adger,2
3845,"ch8.184,186.g.04",I thought there to be consensus about the solution.,Adger,24
3846,"ch8.184,186.g.05",I thought there to be instructions in the box.,Adger,8
3851,"ch8.185,187.*.02",I ordered there to be three books on the subject.,Adger,40
3852,"ch8.185,187.*.03",I told there to be more time before the deadline.,Adger,10
3853,"ch8.185,187.*.04",I forced there to be consensus about the solution.,Adger,18
3855,"ch8.185,187.*.06",I told there to be policies to protect patients.,Adger,10
3856,"ch8.185,187.*.07",I ordered there to be money in the budget for emergencies.,Adger,14
3883,"ch8.24,26.*.02",What Marcy wondered if was the meeting would start on time.,Adger,62
3884,"ch8.24,26.*.03",What Kelsey wondered whether was the store had the DVD in stock.,Adger,14
3885,"ch8.24,26.*.04",What James wondered if was the mechanic could fix the steering problem.,Adger,78
3886,"ch8.24,26.*.05",What Daniel wondered whether was the rain would stop before rush hour.,Adger,90
3887,"ch8.24,26.*.06",What Ellen wondered if was the marathon would be canceled because of the extreme heat.,Adger,78
3888,"ch8.24,26.*.07",What Sarah wondered whether was the package had been delivered yet.,Adger,2
3889,"ch8.24,26.*.08",What Thomas wondered if was the train would arrive on time.,Adger,78
3911,ch8.3.*.06,What they thought that was the plot of the movie was unoriginal.,Adger,14
3930,ch8.56.g.01,That the answer is obvious upset Helen.,Adger,4
3935,ch8.56.g.06,That the rumor is untrue comforted Sally.,Adger,10
3938,ch8.57.*.01,That that the world is round is obvious upset Helen.,Adger,6
3939,ch8.57.*.02,That that the banks are honest is false annoyed Clare.,Adger,98
3940,ch8.57.*.03,That that the politicians are corrupt is actually true surprised Peter.,Adger,48
3941,ch8.57.*.04,That that the army is over-extended is not secret worried the General.,Adger,68
3942,ch8.57.*.05,That that the prisoners were tortured was kept secret worried the president.,Adger,90
3943,ch8.57.*.06,That that the hospital is closing is untrue comforted Sally.,Adger,38
3944,ch8.57.*.07,That that the goverenment is hiding evidence of aliens is constantly repeated frustrated Cindy.,Adger,96
3945,ch8.57.*.08,That that the CIA assassinated world leaders was never revealed irritated Harrold.,Adger,56
3946,ch8.58.*.01,That whether the world is round is unknown upset Helen.,Adger,26
3947,ch8.58.*.02,That whether the banks are honest is unclear annoyed Clare.,Adger,36
3948,ch8.58.*.03,That whether the politicians are corrupt is still debated surprised Peter.,Adger,66
3949,ch8.58.*.04,That whether the army is over-extended is unknown worried the General.,Adger,74
3950,ch8.58.*.05,That whether the prisoners were tortured was still unknown worried the president.,Adger,12
3951,ch8.58.*.06,That whether the hospital is closing is unanswered frightened Sally.,Adger,88
3952,ch8.58.*.07,That whether the goverenment is hiding evidence of aliens is unclear frustrated Cindy.,Adger,92
3953,ch8.58.*.08,That whether the CIA assassinated world leaders was purposefully unanswered irritated Harrold.,Adger,6
3957,ch8.6.?.04,That the legend was real was claimed by the old man.,Adger,4
3959,ch8.6.?.06,That the party was spectacular was claimed by everyone.,Adger,2
3971,ch8.64.*.02,That Nina had won surprised the coach insulted her.,Adger,54
3972,ch8.64.*.03,That William got the job impressed Lauren was clear.,Adger,98
3973,ch8.64.*.04,That Donald had gotten sick worried his wife upset him.,Adger,12
3976,ch8.64.*.07,That Terry left the dinner party early annoyed the host was obvious.,Adger,30
3977,ch8.64.*.08,That Stanley disobeyed an order frustrated the other soldiers concerned the unit commander.,Adger,92
3978,ch8.65.*.01,I said that that Jason had arrived annoyed Mandy.,Adger,44
3979,ch8.65.*.02,I said that that Nina had won surprised the coach.,Adger,68
3980,ch8.65.*.03,I said that that William got the job impressed Lauren.,Adger,106
3981,ch8.65.*.04,I said that that Donald had gotten sick worried his wife.,Adger,78
3982,ch8.65.*.05,I said that that Melanie joined the sorority frightened her parents.,Adger,46
3983,ch8.65.*.06,I said that that Elizabeth married a millionaire impressed her coworkers.,Adger,58
3984,ch8.65.*.07,I said that that Terry left the dinner party early annoyed the host.,Adger,22
3985,ch8.65.*.08,I said that that Stanley disobeyed an order frustrated the other soldiers.,Adger,8
3994,ch8.70.g.01,There arrived a new actor on the set.,Adger,4
3998,ch8.70.g.05,There arose a new a problem.,Adger,2
3999,ch8.70.g.06,There arrived a new student in the class.,Adger,2
4003,ch8.71.*.02,The debaters finally emerged a consensus.,Adger,102
4004,ch8.71.*.03,The book existed two methods for solving the problem.,Adger,6
4019,"ch8.76,78.*.02",Nate planned Nate to watch television.,Adger,2
4024,"ch8.76,78.*.07",Shelly planned Shelly to attend law school.,Adger,84
4026,"ch8.77,79.*.01",Laura tried the babysitter to bathe her children.,Adger,14
4027,"ch8.77,79.*.02",Nate planned the children to watch television.,Adger,108
4032,"ch8.77,79.*.07",Shelly planned the girl to attend law school.,Adger,94
4036,ch8.92.*.03,We thought to be generous.,Adger,56
4037,ch8.92.*.04,We assumed to be honest.,Adger,8
4050,ch9.105.*.01,Jason thinks who Nancy poisoned.,Adger,4
4051,ch9.105.*.02,Andy thinks what Carl bought.,Adger,24
4053,ch9.105.*.04,Mary thinks how Lewis survived.,Adger,16
4055,ch9.105.*.06,Jennifer thinks what Dan cooked for breakfast.,Adger,24
4056,ch9.105.*.07,James thinks who Lisa married.,Adger,6
4058,ch9.12.*.01,Someone did Nancy poison.,Adger,96
4059,ch9.12.*.02,Something did Carl buy.,Adger,18
4060,ch9.12.*.03,Some time did Lindsay leave.,Adger,26
4061,ch9.12.*.04,Somehow did Lewis survive.,Adger,52
4062,ch9.12.*.05,Somewhere did Sophie live.,Adger,82
4063,ch9.12.*.06,Something did Dan cook for breakfast.,Adger,88
4064,ch9.12.*.07,Someone did Lisa marry.,Adger,46
4065,ch9.12.*.08,Somewhere did Katie go to school.,Adger,84
4066,ch9.120.*.01,Who did who poison?,Adger,12
4067,ch9.120.*.02,What did who buy?,Adger,94
4069,ch9.120.*.04,Who did who help?,Adger,64
4072,ch9.120.*.07,Who did who ask to the prom?,Adger,2
4080,ch9.120.g.07,Who asked who to the prom?,Adger,88
4081,ch9.120.g.08,Who studied what in school?,Adger,54
4090,ch9.123.*.01,Who did Anna introduce who to?,Adger,40
4091,ch9.123.*.02,Who did Sandy give what to?,Adger,70
4092,ch9.123.*.03,Who did Bill send what to?,Adger,56
4093,ch9.123.*.04,Who did Jessica loan what to?,Adger,42
4094,ch9.123.*.05,Who did Jeff throw what to?,Adger,42
4095,ch9.123.*.06,Who did Reggie sell what to?,Adger,18
4096,ch9.123.*.07,Who did Crystal tell what to?,Adger,34
4097,ch9.123.*.08,Who did Heather teach what to?,Adger,72
4104,ch9.124.g.07,Which football player asked which cheerleader to the prom?,Adger,50
4105,ch9.124.g.08,Which student studied which major in school?,Adger,44
4108,ch9.125.g.03,Which book did which student read?,Adger,2
4114,ch9.25-27.*.01,Where place are you living?,Adger,10
4115,ch9.25-27.*.02,When time will you be there?,Adger,94
4116,ch9.25-27.*.03,Who guy did you see?,Adger,76
4117,ch9.25-27.*.04,Where store do you like to shop?,Adger,22
4118,ch9.25-27.*.05,When time did you arrive?,Adger,94
4120,ch9.25-27.*.07,Where place did you go?,Adger,64
4121,ch9.25-27.*.08,Who teacher do you admire most?,Adger,2
4123,ch9.28-29.g.02,What kind of actor is he?,Adger,8
4130,ch9.32-33.*.01,Which the poem did Harry recite?,Adger,20
4131,ch9.32-33.*.02,What the kind of actor is he?,Adger,100
4132,ch9.32-33.*.03,Which the criminal did you see?,Adger,102
4134,ch9.32-33.*.05,Which the train did you arrive on?,Adger,50
4135,ch9.32-33.*.06,Which the bridesmaid did you escort?,Adger,6
4137,ch9.32-33.*.08,Which the teacher do you admire most?,Adger,6
4146,ch9.83.*.01,I wondered could we leave early.,Adger,8
4149,ch9.83.*.04,I wondered could we find a replacement.,Adger,2
