dataset,discard,notes,phenomenon,gramm_id,gramm_sentence,ungramm_id,ungramm_sentence
Adger,,,,ch6.58.g.04,She has complimented them.,ch6.58.*.04,Them has she inspired.
Adger,,,,ch6.58.g.05,She has overestimated them.,ch6.58.*.05,Them has she overestimated.
Adger,,,,ch6.58.g.06,They have undermined me.,ch6.58.*.06,Me have they undermined.
Adger,,,,ch6.58.g.07,I have congratulated her.,ch6.58.*.07,Her have I congratulated.
Adger,,,,ch6.58.g.08,He has confused him.,ch6.58.*.08,Him has he confused.
Adger,,,,ch6.7-8.g.01,The horses had all escaped.,ch6.9-10.*.01,Horses have most been domesticated.
Adger,,,,ch6.7-8.g.02,The twins had both attended the party.,ch6.9-10.*.02,Twins have many been studied by doctors.
Adger,,,,ch6.7-8.g.03,The teachers had all left for the holiday.,ch6.9-10.*.03,Teachers have most been certified by the state.
Adger,,,,ch6.7-8.g.04,The parents had both arranged a babysitter.,ch6.9-10.*.04,Parents have many taken child safety classes.
Adger,,,,ch6.7-8.g.05,My hands had both gone numb in the cold.,ch6.9-10.*.05,Doctors have many recommended yearly physicals.
Adger,,,,ch6.7-8.g.06,The employees had all asked for a raise.,ch6.9-10.*.06,Employees have most joined a union.
Adger,,,,ch6.7-8.g.07,My feet had both become sore from hiking.,ch6.9-10.*.07,Shoes have many been designed for serious hiking.
Adger,,,,ch6.7-8.g.08,The students had all completed the exam.,ch6.9-10.*.08,Students have most applied for financial aid.
Adger,,,,ch6.9-10.g.01,Most horses have been domesticated.,ch6.9-10.*.01,Horses have most been domesticated.
Adger,,,,ch6.9-10.g.02,Many twins have been studied by doctors.,ch6.9-10.*.02,Twins have many been studied by doctors.
Adger,,,,ch6.9-10.g.03,Most teachers have been certified by the state.,ch6.9-10.*.03,Teachers have most been certified by the state.
Adger,,,,ch6.9-10.g.04,Many parents have taken child safety classes.,ch6.9-10.*.04,Parents have many taken child safety classes.
Adger,,,,ch6.9-10.g.05,Many doctors have recommended yearly physicals.,ch6.9-10.*.05,Doctors have many recommended yearly physicals.
Adger,,,,ch6.9-10.g.06,Most employees have joined a union.,ch6.9-10.*.06,Employees have most joined a union.
Adger,,,,ch6.9-10.g.07,Many shoes have been designed for serious hiking.,ch6.9-10.*.07,Shoes have many been designed for serious hiking.
Adger,,,,ch6.9-10.g.08,Most students have applied for financial aid.,ch6.9-10.*.08,Students have most applied for financial aid.
Adger,X,hjvm: No human data available.,,ch6.93.g.01,The clothes were stolen.,ch6.93.*.01,The clothes were stole.
Adger,,,,ch6.93.g.02,The cookies were eaten.,ch6.93.*.02,The cookies were ate.
Adger,,,,ch6.93.g.03,The essay was written.,ch6.93.*.03,The essay was wrote.
Adger,,,,ch6.93.g.04,The car was driven.,ch6.93.*.04,The car was drove.
Adger,,,,ch6.93.g.05,The treasure was hidden.,ch6.93.*.05,The treasure was hid.
Adger,,,,ch6.93.g.06,The winner was chosen.,ch6.93.*.06,The winner was chose.
Adger,,,,ch6.93.g.07,The vows were spoken.,ch6.93.*.07,The vows were spoke.
Adger,,,,ch6.93.g.08,The baby was woken.,ch6.93.*.08,The baby was woke.
Adger,X,hjvm: No human data available.,,ch6.93.g.09,The mailman was bitten.,ch6.93.*.09,The mailman was bit.
Adger,,,,ch6.98.g.01,The boy was killed by Stan.,ch6.99.*.01,The boy arrived by Stan.
Adger,,,,ch6.98.g.01,The boy was killed by Stan.,ch6.100.*.01,There arrived by Stan.
Adger,,,,ch6.98.g.02,The window was purchased by the contractor.,ch6.99.*.02,The window fell by the earthquake.
Adger,,,,ch6.98.g.02,The window was purchased by the contractor.,ch6.100.*.02,There fell by the earthquake.
Adger,,,,ch6.98.g.03,The problem was discussed by the committee.,ch6.99.*.03,The problem emerged by the committee.
Adger,,,,ch6.98.g.03,The problem was discussed by the committee.,ch6.100.*.03,There emerged by the committee.
Adger,,,,ch6.98.g.04,The dog was adopted by the family.,ch6.99.*.04,The dog existed by the family.
Adger,,,,ch6.98.g.04,The dog was adopted by the family.,ch6.100.*.04,There existed by the family.
Adger,,,,ch6.98.g.05,The debate was televised by the network.,ch6.99.*.05,The debate ensued by the candidates.
Adger,,,,ch6.98.g.05,The debate was televised by the network.,ch6.100.*.05,There ensued by the candidates.
Adger,,,,ch6.98.g.06,The situation was anticipated by the couple.,ch6.99.*.06,The situation arose by the relationship.
Adger,,,,ch6.98.g.06,The situation was anticipated by the couple.,ch6.100.*.06,There arose by the relationship.
Adger,,,,ch6.98.g.07,The bed was made by the guest.,ch6.99.*.07,The bed shook by the earthquake.
Adger,,,,ch6.98.g.07,The bed was made by the guest.,ch6.100.*.07,There shook by the earthquake.
Adger,,,,ch6.98.g.08,The soldier was discharged by the general.,ch6.99.*.08,The soldier arrived by the general.
Adger,,,,ch6.98.g.08,The soldier was discharged by the general.,ch6.100.*.08,There arrived by the general.
Adger,,,,ch7.102.g.01,My book is on the desk.,ch7.103.*.01,A book of my is on the desk.
Adger,,,,ch7.102.g.02,My shirt is in the laundry basket.,ch7.103.*.02,A shirt of my is in the laundry basket.
Adger,,,,ch7.102.g.03,My friend is on the phone.,ch7.103.*.03,A friend of my is on the phone.
Adger,,,,ch7.102.g.04,My cousin is in the army.,ch7.103.*.04,A cousin of my is in the army.
Adger,,,,ch7.102.g.05,My jacket is in the closet.,ch7.103.*.05,A jacket of my is in the closet.
Adger,,,,ch7.102.g.06,My poem is in the anthology.,ch7.103.*.06,A poem of my is in the anthology.
Adger,,,,ch7.102.g.07,My opinion article is in the newspaper.,ch7.103.*.07,A opinion of my article is in the newspaper.
Adger,,,,ch7.102.g.08,My necklace is for sale on ebay.,ch7.103.*.08,A necklace of my is for sale on ebay.
Adger,,,,ch7.104.g.01,A book of mine is on the desk.,ch7.103.*.01,A book of my is on the desk.
Adger,,,,ch7.104.g.02,A shirt of mine is in the laundry basket.,ch7.103.*.02,A shirt of my is in the laundry basket.
Adger,,,,ch7.104.g.03,A friend of mine is on the phone.,ch7.103.*.03,A friend of my is on the phone.
Adger,,,,ch7.104.g.04,A cousin of mine is in the army.,ch7.103.*.04,A cousin of my is in the army.
Adger,,,,ch7.104.g.05,A jacket of mine is in the closet.,ch7.103.*.05,A jacket of my is in the closet.
Adger,,,,ch7.104.g.06,A poem of mine is in the anthology.,ch7.103.*.06,A poem of my is in the anthology.
Adger,,,,ch7.104.g.07,A opinion of mine article is in the newspaper.,ch7.103.*.07,A opinion of my article is in the newspaper.
Adger,,,,ch7.104.g.08,A necklace of mine is for sale on ebay.,ch7.103.*.08,A necklace of my is for sale on ebay.
Adger,,,,ch7.105.g.01,The therapist's analysis of Morticia was flawed.,ch7.105.*.01,The therapist's analysis of Morticia's was flawed.
Adger,,,,ch7.105.g.02,The announcer's introduction of Ted was humorous.,ch7.105.*.02,The announcer's introduction of Ted's was humorous.
Adger,,,,ch7.105.g.03,The manager's recommendation of Lois was stellar.,ch7.105.*.03,The manager's recommendation of Lois's was stellar.
Adger,,,,ch7.105.g.04,The army's destruction of Rome was swift.,ch7.105.*.04,The army's destruction of Rome's was swift.
Adger,,,,ch7.105.g.05,The detective's investigation of John was thorough.,ch7.105.*.05,The detective's investigation of John's was thorough.
Adger,,,,ch7.105.g.06,The president's appointment of Paul was controversial.,ch7.105.*.06,The president's appointment of Paul's was controversial.
Adger,,,,ch7.105.g.07,The receptionist's resentment of Cindy was unhealthy.,ch7.105.*.07,The receptionist's resentment of Cindy's was unhealthy.
Adger,,,,ch7.105.g.08,The host's invitation of Kim was controversial.,ch7.105.*.08,The host's invitation of Kim's was controversial.
Adger,,,,ch7.3.g.01,The letters are on the table.,ch7.4.*.01,Letters the are on the table.
Adger,,,,ch7.3.g.02,Those cats are in the yard.,ch7.4.*.02,Cats those are in the yard.
Adger,,,,ch7.3.g.03,Some boxes are on the shelf.,ch7.4.*.03,Boxes some are on the shelf.
Adger,,,,ch7.3.g.04,These coats belong in the closet.,ch7.4.*.04,Coats these belong in the closet.
Adger,,,,ch7.3.g.05,Some plants need to be watered daily.,ch7.4.*.05,Plants some need to be watered daily.
Adger,,,,ch7.3.g.06,Many mosquitoes spread malaria.,ch7.4.*.06,Mosquitoes many spread malaria.
Adger,,,,ch7.3.g.07,Every duck has webbed feet.,ch7.4.*.07,Duck every has webbed feet.
Adger,,,,ch7.3.g.08,That elephant has long tusks.,ch7.4.*.08,Elephant that has long tusks.
Adger,,,,ch7.30-33.g.01,This man needs a taxi.,ch7.30-33.*.01,The this man needs a taxi.
Adger,,,,ch7.30-33.g.02,Each guest gets a complimentary breakfast.,ch7.30-33.*.02,Each a guest gets a complimentary breakfast.
Adger,,,,ch7.30-33.g.03,Those letters have the incorrect postage.,ch7.30-33.*.03,Some those letters have the incorrect postage.
Adger,,,,ch7.30-33.g.04,The detective solved the case.,ch7.30-33.*.04,A the detective solved the case.
Adger,,,,ch7.30-33.g.05,These groceries need to be refrigerated.,ch7.30-33.*.05,Some these groceries need to be refrigerated.
Adger,,,,ch7.30-33.g.06,The band released a new album.,ch7.30-33.*.06,The a band released a new album.
Adger,,,,ch7.30-33.g.07,The employee called in sick.,ch7.30-33.*.07,Each the employee called in sick.
Adger,,,,ch7.30-33.g.08,This house is for sale.,ch7.30-33.*.08,This the house is for sale.
Adger,,,,ch7.52.g.01,Evan's idea is brilliant.,ch7.53.*.01,The Evan's idea is brilliant.
Adger,,,,ch7.52.g.01,Evan's idea is brilliant.,ch7.54.*.01,Evan's the idea is brilliant.
Adger,,,,ch7.52.g.02,Patty's dog is sick.,ch7.53.*.02,The Patty's dog is sick.
Adger,,,,ch7.52.g.02,Patty's dog is sick.,ch7.54.*.02,Patty's the dog is sick.
Adger,,,,ch7.52.g.03,Tamara's car is red.,ch7.53.*.03,The Tamara's car is red.
Adger,,,,ch7.52.g.03,Tamara's car is red.,ch7.54.*.03,Tamara's the car is red.
Adger,,,,ch7.52.g.04,Phil's wallet is missing.,ch7.53.*.04,The Phil's wallet is missing.
Adger,,,,ch7.52.g.04,Phil's wallet is missing.,ch7.54.*.04,Phil's the wallet is missing.
Adger,,,,ch7.52.g.05,Dale's apartment is messy.,ch7.53.*.05,The Dale's apartment is messy.
Adger,,,,ch7.52.g.05,Dale's apartment is messy.,ch7.54.*.05,Dale's the apartment is messy.
Adger,,,,ch7.52.g.06,Brenda's store is closed.,ch7.53.*.06,The Brenda's store is closed.
Adger,,,,ch7.52.g.06,Brenda's store is closed.,ch7.54.*.06,Brenda's the store is closed.
Adger,,,,ch7.52.g.07,Audrey's movie is very famous.,ch7.53.*.07,The Audrey's movie is very famous.
Adger,,,,ch7.52.g.07,Audrey's movie is very famous.,ch7.54.*.07,Audrey's the movie is very famous.
Adger,,,,ch7.52.g.08,Caroline's decorations are beautiful.,ch7.53.*.08,The Caroline's decorations are beautiful.
Adger,,,,ch7.52.g.08,Caroline's decorations are beautiful.,ch7.54.*.08,Caroline's the decorations are beautiful.
Adger,,,,ch7.6.g.01,Letters are on the table.,ch7.7.*.01,Letter is on the table.
Adger,,,,ch7.6.g.02,Cats are in the yard.,ch7.7.*.02,Cat is in the yard.
Adger,,,,ch7.6.g.03,Boxes are on the shelf.,ch7.7.*.03,Box is on the shelf.
Adger,,,,ch7.6.g.04,Coats belong in the closet.,ch7.7.*.04,Coat belongs in the closet.
Adger,,,,ch7.6.g.05,Plants need to be watered daily.,ch7.7.*.05,Plant needs to be watered daily.
Adger,,,,ch7.6.g.06,Mosquitoes spread malaria.,ch7.7.*.06,Mosquito spreads malaria.
Adger,,,,ch7.6.g.07,Ducks have webbed feet.,ch7.7.*.07,Duck has webbed feet.
Adger,,,,ch7.6.g.08,Elephants have tusks.,ch7.7.*.08,Elephant has tusks.
Adger,,,,ch7.90.g.01,His analysis of her was flawed.,ch7.89.*.01,He analysis her was flawed.
Adger,,,,ch7.90.g.02,Her introduction of him to the crowd was humorous.,ch7.89.*.02,She introduction him to the crowd was humorous.
Adger,,,,ch7.90.g.03,His recommendation of her was stellar.,ch7.89.*.03,He recommendation her was stellar.
Adger,,,,ch7.90.g.04,Her destruction of them was swift.,ch7.89.*.04,She destruction them was swift.
Adger,,,,ch7.90.g.05,Their investigation of him was thorough.,ch7.89.*.05,They investigation him was thorough.
Adger,,,,ch7.90.g.06,Their appointment of him was constroversial.,ch7.89.*.06,They appointment him was controversial.
Adger,,,,ch7.90.g.07,Her resentment of him was unhealthy.,ch7.89.*.07,She resentment him was unhealthy.
Adger,,,,ch7.90.g.08,His invitation of her was surprising.,ch7.89.*.08,He invitation of her was surprising.
Adger,,,,ch8.102.g.01,Brian intended for him to learn magic.,ch8.103.*.01,Brian intended for he to learn magic.
Adger,,,,ch8.102.g.01,Brian intended for him to learn magic.,ch8.104.*.01,Brian intended for to learn magic.
Adger,,,,ch8.102.g.02,Susan arranged for them to tour the White House.,ch8.103.*.02,Susan arranged for they to tour the White House.
Adger,,,,ch8.102.g.02,Susan arranged for them to tour the White House.,ch8.104.*.02,Susan arranged for to tour the White House.
Adger,,,,ch8.102.g.03,Richard asked for her to meet him after school.,ch8.103.*.03,Richard asked for she to meet him after school.
Adger,,,,ch8.102.g.03,Richard asked for her to meet him after school.,ch8.104.*.03,Richard asked for to meet him after school.
Adger,,,,ch8.102.g.04,Alicia planned for him to attend college.,ch8.103.*.04,Alicia planned for he to attend college.
Adger,,,,ch8.102.g.04,Alicia planned for him to attend college.,ch8.104.*.04,Alicia planned for to attend college.
Adger,,,,ch8.102.g.05,Katherine planned for them to visit Rome.,ch8.103.*.05,Katherine planned for they to visit Rome.
Adger,,,,ch8.102.g.05,Katherine planned for them to visit Rome.,ch8.104.*.05,Katherine planned for to visit Rome.
Adger,,,,ch8.102.g.06,Scott asked for her to submit the report by Monday.,ch8.103.*.06,Scott asked for she to submit the report by Monday.
Adger,,,,ch8.102.g.06,Scott asked for her to submit the report by Monday.,ch8.104.*.06,Scott asked for to submit the report by Monday.
Adger,,,,ch8.102.g.07,Dina arranged for him to have a summer internship.,ch8.103.*.07,Dina arranged for he to have a summer internship.
Adger,,,,ch8.102.g.07,Dina arranged for him to have a summer internship.,ch8.104.*.07,Dina arranged for to have a summer internship.
Adger,,,,ch8.102.g.08,Larry intended for them to spend the holidays together.,ch8.103.*.08,Larry intended for they to spend the holidays together.
Adger,,,,ch8.102.g.08,Larry intended for them to spend the holidays together.,ch8.104.*.08,Larry intended for to spend the holidays together.
Adger,,,,ch8.105.g.01,For him to do that would be a mistake.,ch8.105.*.01,For to do that would be a mistake.
Adger,,,,ch8.105.g.02,For her to say that would be rude.,ch8.105.*.02,For to say that would be rude.
Adger,,,,ch8.105.g.03,For them to drive now would be illegal.,ch8.105.*.03,For to drive now would be illegal.
Adger,,,,ch8.105.g.04,For her to pass the test would be a miracle.,ch8.105.*.04,For to pass the test would be a miracle.
Adger,,,,ch8.105.g.05,For him to win the match would be an upset.,ch8.105.*.05,For to win the match would be an upset.
Adger,,,,ch8.105.g.06,For them to lie would be a mistake.,ch8.105.*.06,For to lie would be a mistake.
Adger,,,,ch8.105.g.07,For her to uncover the secret would be impossible.,ch8.105.*.07,For to uncover the secret would be impossible.
Adger,,,,ch8.105.g.08,For them to lose the sales data would be disastrous.,ch8.105.*.08,For to lose the sales data would be disastrous.
Adger,,,,ch8.120.g.01,We believed him to be omnipotent.,ch8.92.*.01,We believed to be omnipotent.
Adger,,,,ch8.120.g.02,We considered her to be intelligent.,ch8.92.*.02,We considered to be intelligent.
Adger,,,,ch8.120.g.03,We thought him to be generous.,ch8.92.*.03,We thought to be generous.
Adger,,,,ch8.120.g.04,We assumed her to be honest.,ch8.92.*.04,We assumed to be honest.
Adger,,,,ch8.120.g.05,We assumed him to be trustworthy.,ch8.92.*.05,We assumed to be trustworthy.
Adger,,,,ch8.120.g.06,We thought her to be charming.,ch8.92.*.06,We thought to be charming.
Adger,,,,ch8.120.g.07,We considered him to be wise.,ch8.92.*.07,We considered to be wise.
Adger,,,,ch8.120.g.08,We believed her to be responsible.,ch8.92.*.08,We believed to be responsible.
Adger,,,,ch8.131.g.01,What Brian intended was for him to learn magic.,ch8.133.*.01,What Brian believed was him to be omnipotent.
Adger,,,,ch8.131.g.02,What Susan arranged was for them to tour the White House.,ch8.133.*.02,What Susan considered was her to be intelligent.
Adger,,,,ch8.131.g.03,What Richard asked was for her to meet him after school.,ch8.133.*.03,What Richard thought was her to be generous.
Adger,,,,ch8.131.g.04,What Alicia planned was for him to attend college.,ch8.133.*.04,What Alicia assumed was him to be honest.
Adger,,,,ch8.131.g.05,What Katherine planned was for them to visit Rome.,ch8.133.*.05,What Katherine assumed was her to be trustworthy.
Adger,,,,ch8.131.g.06,What Scott asked was for her to submit the report by Monday.,ch8.133.*.06,What Scott thought was her to be charming.
Adger,,,,ch8.131.g.07,What Dina arranged was for him to have a summer internship.,ch8.133.*.07,What Dina considered was him to be wise.
Adger,,,,ch8.131.g.08,What Larry intended was for them to spend the holidays together.,ch8.133.*.08,What Larry believed was him to be responsible.
Adger,,,,ch8.132.g.01,What Brian tried was to learn magic.,ch8.133.*.01,What Brian believed was him to be omnipotent.
Adger,,,,ch8.132.g.02,What Susan planned was to tour the White House.,ch8.133.*.02,What Susan considered was her to be intelligent.
Adger,,,,ch8.132.g.03,What Richard planned was to meet after school.,ch8.133.*.03,What Richard thought was her to be generous.
Adger,,,,ch8.132.g.04,What Alicia hoped was to attend college.,ch8.133.*.04,What Alicia assumed was him to be honest.
Adger,,,,ch8.132.g.05,What Katherine attempted was to visit Rome.,ch8.133.*.05,What Katherine assumed was her to be trustworthy.
Adger,,,,ch8.132.g.06,What Scott tried was to submit the report.,ch8.133.*.06,What Scott thought was her to be charming.
Adger,,,,ch8.132.g.07,What Dina hoped was to have a summer internship.,ch8.133.*.07,What Dina considered was him to be wise.
Adger,,,,ch8.132.g.08,What Larry attempted was to spend the holidays with his famil.,ch8.133.*.08,What Larry believed was him to be responsible.
Adger,,,,ch8.151.g.01,It seems that Melissa is happy.,ch8.150.*.01,Melissa seems that is happy.
Adger,,,,ch8.151.g.02,It appears that Zack is clever.,ch8.150.*.02,Zack appears that is clever.
Adger,,,,ch8.151.g.03,It is likely that Sean will read the letter.,ch8.150.*.03,Sean is likely that will read the letter.
Adger,,,,ch8.151.g.04,It is certain that Danielle will love the movie.,ch8.150.*.04,Danielle is certain that will love the movie.
Adger,,,,ch8.151.g.05,It seems that Rebecca is sad.,ch8.150.*.05,Reiscca seems that is sad.
Adger,,,,ch8.151.g.06,It appears that Jason is in love.,ch8.150.*.06,Jason appears that is in love.
Adger,,,,ch8.151.g.07,It is likely that Ryan will write the essay,ch8.150.*.07,Ryan is likely that will write the essay.
Adger,,,,ch8.151.g.08,It is certain that John will eat dinner.,ch8.150.*.08,John is certain that will eat dinner.
Adger,,,,ch8.152.g.01,Melissa seems to be happy.,ch8.150.*.01,Melissa seems that is happy.
Adger,,,,ch8.152.g.02,Zack appears to be clever.,ch8.150.*.02,Zack appears that is clever.
Adger,,,,ch8.152.g.03,Sean is likely to read the letter.,ch8.150.*.03,Sean is likely that will read the letter.
Adger,,,,ch8.152.g.04,Danielle is certain to love the movie.,ch8.150.*.04,Danielle is certain that will love the movie.
Adger,,,,ch8.152.g.05,Rebecca seems to be sad.,ch8.150.*.05,Reiscca seems that is sad.
Adger,,,,ch8.152.g.06,Jason appears to be in love.,ch8.150.*.06,Jason appears that is in love.
Adger,,,,ch8.152.g.07,Ryan is likely to write the essay.,ch8.150.*.07,Ryan is likely that will write the essay.
Adger,,,,ch8.152.g.08,John is certain to eat dinner.,ch8.150.*.08,John is certain that will eat dinner.
Adger,,,,ch8.166.g.01,It stinks that Zeus is omnipotent.,ch8.167.*.01,Zeus stinks to be omnipotent.
Adger,,,,ch8.166.g.02,It hurts that Jenny is dating someone new.,ch8.167.*.02,Jenny hurts to be dating someone new.
Adger,,,,ch8.166.g.03,It helps that Zack is willing to drive.,ch8.167.*.03,Zack helps to be willing to drive.
Adger,,,,ch8.166.g.04,It sucks that Linda is losing her job.,ch8.167.*.04,Linda sucks to be losing her job.
Adger,,,,ch8.166.g.05,It is possible that Clark is untrustworthy.,ch8.167.*.05,Clark is possible to be untrustworthy.
Adger,,,,ch8.166.g.06,It is true that Jimmy is leaving the newspaper.,ch8.167.*.06,Jimmy is true to be leaving the newspaper.
Adger,,,,ch8.166.g.07,It is false that Perry is retiring.,ch8.167.*.07,Perry is false to be retiring.
Adger,,,,ch8.166.g.08,It is possible that Lana is independently wealthy.,ch8.167.*.08,Lana is possible to be independently wealthy.
Adger,,,,ch8.168-169.g.01,There seems to be a man in the garden.,ch8.176.*.01,There seems a man to be in the garden.
Adger,,,,ch8.168-169.g.02,There appears to be a problem with this solution.,ch8.176.*.02,There appears a problem to be with this solution.
Adger,,,,ch8.168-169.g.03,There is likely to be rain in the afternoon.,ch8.176.*.03,There is likely rain to be in the afternoon.
Adger,,,,ch8.168-169.g.04,There is certain to be a meeting after lunch.,ch8.176.*.04,There is certain a meeting to be after lunch.
Adger,,,,ch8.168-169.g.05,There is certain to be a fire at the campground.,ch8.176.*.05,There is certain a fire to be at the campground.
Adger,,,,ch8.168-169.g.06,There is likely to be party for your birthday.,ch8.176.*.06,There is likely a party to be for your birthday.
Adger,,,,ch8.168-169.g.07,There appears to be a police officer at the door.,ch8.176.*.07,There appears a police officer to be at the door.
Adger,,,,ch8.168-169.g.08,There seems to be a letter on the table.,ch8.176.*.08,There seems a letter to be on the table.
Adger,,,,"ch8.184,186.g.01",I expected there to be a problem.,"ch8.185,187.*.01",I persuaded there to be a problem.
Adger,,,,"ch8.184,186.g.02",I believed there to be three books on the subject.,"ch8.185,187.*.02",I ordered there to be three books on the subject.
Adger,,,,"ch8.184,186.g.03",I assumed there to be more time before the deadline.,"ch8.185,187.*.03",I told there to be more time before the deadline.
Adger,,,,"ch8.184,186.g.04",I thought there to be consensus about the solution.,"ch8.185,187.*.04",I forced there to be consensus about the solution.
Adger,,,,"ch8.184,186.g.05",I thought there to be instructions in the box.,"ch8.185,187.*.05",I forced there to be instructions in the box.
Adger,,,,"ch8.184,186.g.06",I assumed there to be policies to protect patients.,"ch8.185,187.*.06",I told there to be policies to protect patients.
Adger,,,,"ch8.184,186.g.07",I believed there to be money in the budget for emergencies.,"ch8.185,187.*.07",I ordered there to be money in the budget for emergencies.
Adger,,,,"ch8.184,186.g.08",I expected there to be more opposition to the plan.,"ch8.185,187.*.08",I persuaded there to be more opposition to the plan.
Adger,,,,ch8.19-20.g.01,Jason wondered whether the potion was ready.,ch8.21-22.*.01,Jason wondered whether that the potion was ready.
Adger,,,,ch8.19-20.g.02,Marcy wondered if the meeting would start on time.,ch8.21-22.*.02,Marcy wondered if that the meeting would start on time.
Adger,,,,ch8.19-20.g.03,Kelsey wondered whether the store had the DVD in stock.,ch8.21-22.*.03,Kelsey wondered whether that the store had the DVD in stock.
Adger,,,,ch8.19-20.g.04,James wondered if the mechanic could fix the steering problem.,ch8.21-22.*.04,James wondered if that the mechanic could fix the steering problem.
Adger,,,,ch8.19-20.g.05,Daniel wondered whether the rain would stop before rush hour.,ch8.21-22.*.05,Daniel wondered whether that the rain would stop before rush hour.
Adger,,,,ch8.19-20.g.06,Ellen wondered if the marathon would be canceled because of the extreme heat.,ch8.21-22.*.06,Ellen wondered if that the marathon would be canceled because of the extreme heat.
Adger,,,,ch8.19-20.g.07,Sarah wondered whether the package had been delivered yet.,ch8.21-22.*.07,Sarah wondered whether that the package had been delivered yet.
Adger,,,,ch8.19-20.g.08,Thomas wondered if the train would arrive on time.,ch8.21-22.*.08,Thomas wondered if that the train would arrive on time.
Adger,,,,"ch8.23,25.g.01",What Jason wondered was whether the potion was ready.,"ch8.24,26.*.01",What Jason wondered whether was the potion was ready.
Adger,,,,"ch8.23,25.g.02",What Marcy wondered was if the meeting would start on time.,"ch8.24,26.*.02",What Marcy wondered if was the meeting would start on time.
Adger,,,,"ch8.23,25.g.03",What Kelsey wondered was whether the store had the DVD in stock.,"ch8.24,26.*.03",What Kelsey wondered whether was the store had the DVD in stock.
Adger,,,,"ch8.23,25.g.04",What James wondered was if the mechanic could fix the steering problem.,"ch8.24,26.*.04",What James wondered if was the mechanic could fix the steering problem.
Adger,,,,"ch8.23,25.g.05",What Daniel wondered was whether the rain would stop before rush hour.,"ch8.24,26.*.05",What Daniel wondered whether was the rain would stop before rush hour.
Adger,,,,"ch8.23,25.g.06",What Ellen wondered was if the marathon would be canceled because of the extreme heat.,"ch8.24,26.*.06",What Ellen wondered if was the marathon would be canceled because of the extreme heat.
Adger,,,,"ch8.23,25.g.07",What Sarah wondered was whether the package had been delivered yet.,"ch8.24,26.*.07",What Sarah wondered whether was the package had been delivered yet.
Adger,,,,"ch8.23,25.g.08",What Thomas wondered was if the train would arrive on time.,"ch8.24,26.*.08",What Thomas wondered if was the train would arrive on time.
Adger,,,,ch8.29.g.01,Jason wondered whether the potion was ready.,ch8.29.*.01,Jason wondered that the potion was ready.
Adger,,,,ch8.29.g.02,Marcy wondered if the meeting would start on time.,ch8.29.*.02,Marcy wondered that the meeting would start on time.
Adger,,,,ch8.29.g.03,Kelsey wondered whether the store had the DVD in stock.,ch8.29.*.03,Kelsey wondered that the store had the DVD in stock.
Adger,,,,ch8.29.g.04,James wondered if the mechanic could fix the steering problem.,ch8.29.*.04,James wondered that the mechanic could fix the steering problem.
Adger,,,,ch8.29.g.05,Daniel wondered whether the rain would stop before rush hour.,ch8.29.*.05,Daniel wondered that the rain would stop before rush hour.
Adger,,,,ch8.29.g.06,Ellen wondered if the marathon would be canceled because of the extreme heat.,ch8.29.*.06,Ellen wondered that the marathon would be canceled because of the extreme heat.
Adger,,,,ch8.29.g.07,Sarah wondered whether the package had been delivered yet.,ch8.29.*.07,Sarah wondered that the package had been delivered yet.
Adger,,,,ch8.29.g.08,Thomas wondered if the train would arrive on time.,ch8.29.*.08,Thomas wondered that the train would arrive on time.
Adger,,,,ch8.3.g.01,What she thought was that the poison was neutralized.,ch8.3.*.01,What she thought that was the poison was neutralized.
Adger,,,,ch8.3.g.02,What he thought was that the test was unfair.,ch8.3.*.02,What he thought that was the test was unfair.
Adger,,,,ch8.3.g.03,What they thought was that the price of the car was too high.,ch8.3.*.03,What they thought that was the price of the car was too high.
Adger,,,,ch8.3.g.04,What we thought was that the meeting was canceled.,ch8.3.*.04,What we thought that was the meeting was canceled.
Adger,,,,ch8.3.g.05,What we thought was that the recession was over.,ch8.3.*.05,What we thought that was the recession was over.
Adger,,,,ch8.3.g.06,What they thought was that the plot of the movie was unoriginal.,ch8.3.*.06,What they thought that was the plot of the movie was unoriginal.
Adger,,,,ch8.3.g.07,What he thought was that the lawn mower was broken.,ch8.3.*.07,What he thought that was the lawn mower was broken.
Adger,,,,ch8.3.g.08,What she thought was that the bill had already been paid.,ch8.3.*.08,What she thought that was the bill had already been paid.
Adger,,,,ch8.5.g.01,Everyone claimed that the wedding was beautiful.,ch8.6.?.01,That the wedding was beautiful was claimed by everyone.
Adger,,,,ch8.5.g.01,Everyone claimed that the wedding was beautiful.,ch8.7.*.01,The wedding was beautiful was claimed that by everyone.
Adger,,,,ch8.5.g.02,The stockholders claimed that the company would go bankrupt.,ch8.6.?.02,That the company would go bankrupt was claimed by the stockholders.
Adger,,,,ch8.5.g.02,The stockholders claimed that the company would go bankrupt.,ch8.7.*.02,The company would go bankrupt was claimed that by the stockholders.
Adger,,,,ch8.5.g.03,Everybody claimed that they knew the actor before he was famous.,ch8.6.?.03,That they knew the actor before he was famous was claimed by everybody.
Adger,,,,ch8.5.g.03,Everybody claimed that they knew the actor before he was famous.,ch8.7.*.03,They knew the actor before he was famous was claimed that by everybody.
Adger,,,,ch8.5.g.04,The old man claimed that the legend was real.,ch8.6.?.04,That the legend was real was claimed by the old man.
