dataset,notes,typo?,id,sentence,judgement
Adger,,,ch3.33a.g.03,Bill and Ted stopped suddenly.,0.965466
Adger,,,ch3.33a.g.04,Judy and Kenny laughed loudly.,1.211647
Adger,,,ch3.33a.g.05,Jessica and Glen whispered secretly.,0.809687
Adger,,,ch3.33a.g.06,David and Roy fought incessantly.,1.081901
Adger,,,ch3.33a.g.07,Corey and Jared exercised regularly.,0.873371
Adger,,,ch3.33a.g.08,Elaine and Erin walked leisurely.,0.432986
Adger,,,ch3.33d.*.01,It was Jenny arrived that Julie and first.,-1.10007
Adger,,,ch3.33d.*.02,It was Bob finished that Mark and last.,-1.24471
Adger,,,ch3.33d.*.03,It was Ted stopped that Bill and suddenly.,-1.33544
Adger,,,ch3.33d.*.04,It was Kenny laughed that Judy and loudly.,-1.29754
Adger,,,ch3.33d.*.05,It was Gien whispered that Jessica and secretly.,-0.87484
Adger,,,ch3.33d.*.06,It was Roy fought that David and incessantly.,-0.94699
Adger,,,ch3.33d.*.07,It was Jared exercised that Corey and regularly.,-1.22203
Adger,,,ch3.33d.*.08,It was Erin walked that Elaine and leisurely.,-1.42412
Adger,,,ch3.34.*.01,It's arrived first that Julie and Jenny.,-1.26079
Adger,,,ch3.34.*.02,It's finished last that Mark and Bob.,-1.13098
Adger,,,ch3.34.*.03,It's stopped suddenly that Bill and Ted.,-1.40713
Adger,,,ch3.34.*.04,It's laughed loudly that Judy and Kenny.,-1.2897
Adger,,,ch3.34.*.05,It's whispered secretly that Jessica and Glen.,-1.09512
Adger,,,ch3.34.*.06,It's fought incessantly that David and Roy.,-1.05324
Adger,,,ch3.34.*.07,It's exercised regularly that Corey and Jared.,-1.14528
Adger,,,ch3.34.*.08,It's walked leisurely that Elaine and Erin.,-1.34298
Adger,,,ch3.50.g.01,Pigs love truffles.,1.015949
Adger,,,ch3.50.g.02,Boys hate naps.,0.937851
Adger,,,ch3.50.g.03,Teachers give tests.,0.962898
Adger,,,ch3.50.g.04,Students use computers.,1.253754
Adger,,,ch3.50.g.05,Doctors wear gloves.,0.984191
Adger,,,ch3.50.g.06,Kids ride buses.,1.221408
Adger,,,ch3.50.g.07,Patients ask questions.,0.534765
Adger,,,ch3.50.g.08,Cats enjoy treats.,1.062897
Adger,,,ch3.51.g.01,Humans love to eat pigs.,0.775164
Adger,,,ch3.51.g.02,Girls try to tease boys.,0.960632
Adger,,,ch3.51.g.03,Students want to annoy teachers.,1.05228
Adger,,,ch3.51.g.04,Professors hope to trick students.,0.579314
Adger,,,ch3.51.g.05,Hospitals need to hire doctors.,1.191181
Adger,,,ch3.51.g.06,Tutors try to help kids.,0.904466
Adger,,,ch3.51.g.07,Nurses promise to comfort patients.,0.369328
Adger,,,ch3.51.g.08,Dogs like to chase cats.,1.249199
Adger,,,ch3.52.*.01,Peter is pigs.,-1.1263
Adger,,,ch3.52.*.02,Margaret is boys.,-1.05666
Adger,,,ch3.52.*.03,Jimmy is teachers.,-1.32791
Adger,,,ch3.52.*.04,Jessica is students.,-1.21244
Adger,,,ch3.52.*.05,Frank is doctors.,-1.37111
Adger,,,ch3.52.*.06,Sarah is kids.,-0.98046
Adger,,,ch3.52.*.07,Jack is patients.,-1.12927
Adger,,,ch3.52.*.08,Anna is cats.,-1.37625
Adger,,,ch3.57.g.01,Humans love to eat those pigs.,0.020484
Adger,,,ch3.57.g.02,Girls try to tease those boys.,0.395658
Adger,,,ch3.57.g.03,Students want to annoy those teachers.,0.266092
Adger,,,ch3.57.g.04,Professors hope to trick those students.,0.551828
Adger,,,ch3.57.g.05,Hospitals need to hire those doctors.,0.407881
Adger,,,ch3.57.g.06,Tutors try to help those kids.,0.583767
Adger,,,ch3.57.g.07,Nurses promise to comfort those patients.,0.691902
Adger,,,ch3.57.g.08,Dogs like to chase those cats.,0.426679
Adger,,,ch3.58.g.01,Humans love to eat the old pigs.,-0.06544
Adger,,,ch3.58.g.02,Girls try to tease the short boys.,0.422451
Adger,,,ch3.58.g.03,Students want to annoy the mean teachers.,0.570565
Adger,,,ch3.58.g.04,Professors hope to trick the lazy students.,0.303457
Adger,,,ch3.58.g.05,Hospitals need to hire the experienced doctors.,0.228296
Adger,,,ch3.58.g.06,Tutors try to help the disadvantaged kids.,0.900728
Adger,,,ch3.58.g.07,Nurses promise to comfort the suffering patients.,0.206664
Adger,,,ch3.58.g.08,Dogs like to chase the stray cats.,0.642034
Adger,,,ch3.59.g.01,Humans love to eat some happy pigs which can fly.,-0.7492
Adger,,,ch3.59.g.02,Girls try to tease some short boys who wear flannel.,-0.01578
Adger,,,ch3.59.g.03,Students want to annoy some mean teachers who give pop quizzes.,0.381974
Adger,,,ch3.59.g.04,Professors hope to trick some lazy students who skip class.,0.397463
Adger,,,ch3.59.g.05,Hospitals need to hire some experienced doctors who can treat tuberculosis.,1.124985
Adger,,,ch3.59.g.06,Tutors try to help some disadvantaged kids who want to attend college.,0.928594
Adger,,,ch3.59.g.07,Nurses promise to comfort some suffering patients who have no visitors.,0.256775
Adger,,,ch3.59.g.08,Dogs like to chase some stray cats that meow loudly.,0.258085
Adger,,,ch3.63.*.01,Peter is those pigs.,-1.17539
Adger,,,ch3.63.*.02,Margaret is those boys.,-1.22258
Adger,,,ch3.63.*.03,Jimmy is those teachers.,-0.85019
Adger,,,ch3.63.*.04,Jessica is those students.,-1.07049
Adger,,,ch3.63.*.05,Frank is those doctors.,-1.10112
Adger,,,ch3.63.*.06,Sarah is those kids.,-1.26779
Adger,,,ch3.63.*.07,Jack is those patients.,-0.88607
Adger,,,ch3.63.*.08,Anna is those cats.,-1.22703
Adger,,,ch3.64.*.01,Peter is the old pigs.,-0.81555
Adger,,,ch3.64.*.02,Margaret is the short boys.,-1.20347
Adger,,,ch3.64.*.03,Jimmy is the mean teachers.,-1.05808
Adger,,,ch3.64.*.04,Jessica is the lazy students.,-0.76736
Adger,,,ch3.64.*.05,Frank is the experienced doctors.,-0.99567
Adger,,,ch3.64.*.06,Sarah is the disadvantaged kids.,-1.01651
Adger,,,ch3.64.*.07,Jack is the suffering patients.,-1.13415
Adger,,,ch3.64.*.08,Anna is the stray cats.,-0.82938
Adger,,,ch3.65.*.01,Peter is some happy pigs which can fly.,-1.07853
Adger,,,ch3.65.*.02,Margaret is some short boys who wear flannel.,-1.38426
Adger,,,ch3.65.*.03,Jimmy is some mean teachers who give pop quizzes.,-1.17574
Adger,,,ch3.65.*.04,Jessica is some lazy students who skip class.,-1.06079
Adger,,,ch3.65.*.05,Frank is some experienced doctors who can treat tuberculosis.,-0.84288
Adger,,,ch3.65.*.06,Sarah is some disadvantaged kids who want to attend college.,-0.58613
Adger,,,ch3.65.*.07,Jack is some suffering patients who have no visitors.,-1.15637
Adger,,,ch3.65.*.08,Anna is some stray cats that meow loudly.,-0.90047
Adger,,,ch3.73.g.01,Owners of pigs love to eat truffles.,0.524848
Adger,,,ch3.73.g.02,Friends of girls try to tease boys.,-0.27287
Adger,,,ch3.73.g.03,Parents of students want to annoy teachers.,-0.10879
Adger,,,ch3.73.g.04,Spouses of professors hope to trick students.,0.01769
Adger,,,ch3.73.g.05,Administraters of hospitals need to hire doctors.,0.823339
Adger,,,ch3.73.g.06,Managers of tutors try to help kids.,-0.28544
Adger,,,ch3.73.g.07,Assistants of nurses promise to comfort patients.,0.153015
Adger,,,ch3.73.g.08,Babysitters of dogs like to chase cats.,-0.30681
Adger,,,ch3.74.*.01,Owners of a pig loves to eat truffles.,-0.93363
Adger,,,ch3.74.*.02,Friends of a girl tries to tease boys.,-0.84912
Adger,,,ch3.74.*.03,Parents of a student wants to annoy teachers.,-0.54316
Adger,,,ch3.74.*.04,Spouses of a professor hopes to trick students.,-0.96621
Adger,,,ch3.74.*.05,Administraters of a hospital needs to hire doctors.,-0.60162
Adger,,,ch3.74.*.06,Managers of a tutor tries to help kids.,-0.69117
Adger,,,ch3.74.*.07,Assistants of a nurse promises to comfort patients.,-0.65134
Adger,,,ch3.74.*.08,Babysitters of a dog likes to chase cats.,-0.85495
Adger,,,ch3.77.g.01,It rained.,1.211427
Adger,,,ch3.77.g.02,It snowed.,0.733537
Adger,,,ch3.77.g.03,It hailed.,0.747694
Adger,,,ch3.77.g.04,It stormed.,1.160736
Adger,,,ch3.77.g.05,It stormed.,0.615437
Adger,,,ch3.77.g.06,It hailed.,0.413894
Adger,,,ch3.77.g.07,It snowed.,1.212166
Adger,,,ch3.77.g.08,It rained.,1.544566
Adger,,,ch3.79.*.01,The weather rained.,-1.1054
Adger,,,ch3.79.*.02,The day snowed.,-0.86171
Adger,,,ch3.79.*.03,The night hailed.,-0.59828
Adger,,,ch3.79.*.04,The cloud stormed.,-0.62243
Adger,,,ch3.79.*.05,The cloud stormed.,-0.51625
Adger,,,ch3.79.*.06,The night hailed.,-0.92903
Adger,,,ch3.79.*.07,The day snowed.,-1.04758
Adger,,,ch3.79.*.08,The weather rained.,-1.08848
Adger,,,ch3.92-94.*.01,Andy demonized.,-0.8904
Adger,,,ch3.92-94.*.02,April put a book.,-0.84233
Adger,,,ch3.92-94.*.03,Stanley controls.,-1.18565
Adger,,,ch3.92-94.*.04,Susan threw.,-0.55513
Adger,,,ch3.92-94.*.05,Peter convinced.,-0.78766
Adger,,,ch3.92-94.*.06,Leslie attempted.,-0.72254
Adger,,,ch3.92-94.*.07,James bought.,-1.15789
Adger,,,ch3.92-94.*.08,Denise sent.,-0.95137
Adger,,,ch3.92-94.g.01,Andy demonized David.,0.569776
Adger,,,ch3.92-94.g.02,April put a book on the shelf.,0.791749
Adger,,,ch3.92-94.g.03,Stanley controls the machine.,0.924039
Adger,,,ch3.92-94.g.04,Susan threw the ball.,1.341241
Adger,,,ch3.92-94.g.05,Peter convinced the judge.,0.980693
Adger,,,ch3.92-94.g.06,Leslie attempted the homework.,0.087073
Adger,,,ch3.92-94.g.07,James bought a computer.,1.699669
Adger,,,ch3.92-94.g.08,Denise sent the letter.,1.314711
Adger,,,ch4.22d.*.01,Burn the letters quickly is the best thing to do.,-0.42141
Adger,,,ch4.22d.*.02,Clean the floor thoroughly is the next chore on the list.,-0.44178
Adger,,,ch4.22d.*.03,Walk the dog slowly is the best way to meet other dog owners.,-0.26047
Adger,,,ch4.22d.*.04,Pass the class easily may not be possible.,-0.79557
Adger,,,ch4.22d.*.05,Scare the audience suddenly is a common strategy in horror films.,-0.59076
Adger,,,ch4.22d.*.06,Calculate your taxes inaccurately is a good way to get audited.,-0.36151
Adger,,,ch4.22d.*.07,Carry a hot pan safely is an important skill in a restaurant.,-0.43819
Adger,,,ch4.22d.*.08,Read the instructions carefully is the best way to do well on an assignment.,-0.63844
Adger,,,ch4.22e.g.01,Burning the letters quickly is the best thing to do.,0.729255
Adger,,,ch4.22e.g.02,Cleaning the floor thoroughly is the next chore on the list.,0.757496
Adger,,,ch4.22e.g.03,Walking the dog slowly is the best way to meet other dog owners.,0.933147
Adger,,,ch4.22e.g.04,Passing the class easily may not be possible.,0.49723
Adger,,,ch4.22e.g.05,Scaring the audience suddenly is a common strategy in horror films.,0.871407
Adger,,,ch4.22e.g.06,Calculating your taxes inaccurately is a good way to get audited.,0.657601
Adger,,,ch4.22e.g.07,Carrying a hot pan safely is an important skill in a restaurant.,1.182455
Adger,,,ch4.22e.g.08,Reading the instructions carefully is the best way to do well on an assignment.,1.312745
Adger,,,ch4.37.g.01,I shaved myself.,0.931017
Adger,,,ch4.37.g.02,Bob dressed himself.,0.902383
Adger,,,ch4.37.g.03,Tania fed herself.,1.100413
Adger,,,ch4.37.g.04,They praised themselves.,0.872334
Adger,,,ch4.37.g.05,I bathed myself.,1.016614
Adger,,,ch4.37.g.06,Dale injured himself.,0.853461
Adger,,,ch4.37.g.07,Rebecca questioned herself.,0.90334
Adger,,,ch4.37.g.08,They drove themselves.,0.877858
Adger,,,ch4.38.*.01,Myself shaved me.,-1.26604
Adger,,,ch4.38.*.02,Himself dressed Bob.,-1.24936
Adger,,,ch4.38.*.03,Herself fed Tania.,-0.99187
Adger,,,ch4.38.*.04,Themselves praised them.,-1.16084
Adger,,,ch4.38.*.05,Myself bathed me.,-1.26837
Adger,,,ch4.38.*.06,Himself injured Dale.,-1.13077
Adger,,,ch4.38.*.07,Herself questioned Rebecca.,-0.7222
Adger,,,ch4.38.*.08,Themselves drove them.,-0.79137
Adger,,,ch4.44.g.01,The man I saw left.,0.668651
Adger,,,ch4.44.g.02,The actress Bob interviewed giggled.,1.083149
Adger,,,ch4.44.g.03,The policeman Tania called arrived.,0.278572
Adger,,,ch4.44.g.04,The doctor they saw went on vacation.,0.728303
Adger,,,ch4.44.g.05,The teacher I feared was out sick.,0.157616
Adger,,,ch4.44.g.06,The waitress Dale met cried.,0.335381
Adger,,,ch4.44.g.07,The mailman rebecca insulted left the room.,0.190912
Adger,,,ch4.44.g.08,The nurse they admired retired.,0.697489
Adger,,,ch4.45.*.01,The man I saw shaved myself.,-0.8885
Adger,,,ch4.45.*.02,The actress Bob interviewed dressed himself.,-1.10424
Adger,,,ch4.45.*.03,The policeman Tania called fed herself.,-0.58879
Adger,,,ch4.45.*.04,The doctor they saw praised themselves.,-0.34277
Adger,,,ch4.45.*.05,The teacher I feared bathed myself.,-0.86684
Adger,,,ch4.45.*.06,The waitress Dale met injured himself.,-1.17951
Adger,,,ch4.45.*.07,The mailman Rebecca insulted quesioned herself.,-0.79324
Adger,,,ch4.45.*.08,The nurse they admired drove themselves.,-0.90122
Adger,,,ch4.68a.*.01,Benjamin gave to Lee it.,-0.92306
Adger,,,ch4.68a.*.02,Jessica received from George it.,-0.88171
Adger,,,ch4.68a.*.03,Sam sent to Bob it.,-0.92029
Adger,,,ch4.68a.*.04,Debbie took from Tammy it.,-0.88058
Adger,,,ch4.68a.*.05,Lewis accepted from Clark it.,-1.35424
Adger,,,ch4.68a.*.06,Cheryl mailed to Laura it.,-0.47939
Adger,,,ch4.68a.*.07,Brian kicked to Ben it.,-1.0367
Adger,,,ch4.68a.*.08,Andrea threw to Kylie it.,-0.88121
Adger,,,ch4.69a-70a.g.01,Benjamin said he would run away and he did run away.,0.688746
Adger,,,ch4.69a-70a.g.02,Madeleine planned to catch the sardines and she did catch the sardines.,0.293895
Adger,,,ch4.69a-70a.g.03,Tom thought he would win the trophy and he did win the trophy.,0.285771
Adger,,,ch4.69a-70a.g.04,Sally said she would organize the meeting and she did organize the meeting.,0.172294
Adger,,,ch4.69a-70a.g.05,Paul planned to buy a car and he did buy a car.,0.299646
Adger,,,ch4.69a-70a.g.06,Mona promised to pay her bill and she did pay her bill.,0.689126
Adger,,,ch4.69a-70a.g.07,Francis thought he would pass the class and he did pass the class.,0.515515
Adger,,,ch4.69a-70a.g.08,Tania said she would hit a home run and she did hit a home run.,0.387014
Adger,,,ch4.69b-70b.g.01,Benjamin said he would run away and run away he did.,0.024303
Adger,,,ch4.69b-70b.g.02,Madeleine planned to catch the sardines and catch the sardines she did.,0.118107
Adger,,,ch4.69b-70b.g.03,Tom thought he would win the trophy and win the trophy he did.,0.117141
Adger,,,ch4.69b-70b.g.04,Sally said she would organize the meeting and organize the meeting she did.,0.257595
Adger,,,ch4.69b-70b.g.05,Paul planned to buy a car and buy a car he did.,-0.09318
Adger,,,ch4.69b-70b.g.06,Mona promised to pay her bill and pay her bill she did.,0.322949
Adger,,,ch4.69b-70b.g.07,Francis thought he would pass the class and pass the class he did.,0.130692
Adger,,,ch4.69b-70b.g.08,Tania said she would hit a home run and hit a home run she did.,0.334121
Adger,,,ch4.69b.g.01,Benjamin gave it to Lee.,1.226022
Adger,,,ch4.69b.g.02,Jessica received it from George.,0.949635
Adger,,,ch4.69b.g.03,Sam sent it to Bob.,0.164716
Adger,,,ch4.69b.g.04,Debbie took it from Tammy.,1.017801
Adger,,,ch4.69b.g.05,Lewis accepted it from Clark.,1.062721
Adger,,,ch4.69b.g.06,Cheryl mailed it to Laura.,1.1894
Adger,,,ch4.69b.g.07,Brian kicked it to Ben.,0.789241
Adger,,,ch4.69b.g.08,Andrea threw it to Kylie.,0.623207
Adger,,,ch4.71.g.01,Benjamin said he would give the cloak to Lee and give the cloak to Lee he did.,-0.01266
Adger,,,ch4.71.g.02,Madeleine planned to receive the check from George and receive the check the from George she did.,0.320716
Adger,,,ch4.71.g.03,Tom thought he would send the letter to Bob and send the letter to Bob he did.,-0.1898
Adger,,,ch4.71.g.04,Sally said she would take the ball from Tammy and take the ball from Tammy she did.,-0.25625
Adger,,,ch4.71.g.05,Paul planned to accept the gift from Clark and accept the gift from Clark he did.,0.182194
Adger,,,ch4.71.g.06,Mona promised to mail the letter to Laura and mail the letter to Laura she did.,0.372123
Adger,,,ch4.71.g.07,Francis thought he would kick the ball to Ben and kick the ball to Ben he did.,-0.0708
Adger,,,ch4.71.g.08,Tania said she would throw the frisbee to Kylie and throw the frisbee to Kylie she did.,-0.18333
Adger,,,ch4.72.*.01,Benjamin said he would give the cloak to Lee and give the cloak he did to Lee.,-0.68279
Adger,,,ch4.72.*.02,Madeleine planned to receive the check from George and receive the check she did from George.,0.050027
Adger,,,ch4.72.*.03,Tom thought he would send the letter to Bob and send the letter he did to Bob.,0.03627
Adger,,,ch4.72.*.04,Sally said she would take the ball from Tammy and take the ball she did from Tammy.,-0.09079
Adger,,,ch4.72.*.05,Paul planned to accept the gift from Clark and accept the gift he did from Clark.,-0.22044
Adger,,,ch4.72.*.06,Mona promised to mail the letter to Laura and mail the letter she did to Laura.,0.084423
Adger,,,ch4.72.*.07,Francis thought he would kick the ball to Ben and kick the ball he did to Ben.,0.138114
Adger,,,ch4.72.*.08,Tania said she would throw the frisbee to Kylie and throw the frisbee she did to Kylie.,-0.09758
Adger,,,ch5. 43-44.g.01,She tried to leave.,1.124879
Adger,,,ch5. 43-44.g.02,We wanted to eat cake.,1.194452
Adger,,,ch5. 43-44.g.03,He promised to behave.,1.068873
Adger,,,ch5. 43-44.g.04,I asked to join the group.,0.820908
Adger,,,ch5. 43-44.g.05,He asked to be removed from the list.,1.107263
Adger,,,ch5. 43-44.g.06,I promised to help after school.,1.148918
Adger,,,ch5. 43-44.g.07,She wanted to take a vacation.,0.871898
Adger,,,ch5. 43-44.g.08,We tried to explain ourselves.,1.089546
Adger,,,ch5.13-14.*.01,Joe must should leave for work on time.,-0.33782
Adger,,,ch5.13-14.*.02,Lisa might can pick up the dry cleaning.,-0.97759
Adger,,,ch5.13-14.*.03,Alex may will come to the party tomorrow.,-0.55292
Adger,,,ch5.13-14.*.04,Martin might should go to the dentist.,-1.11443
Adger,,,ch5.13-14.*.05,Leslie may could miss school today.,-0.87174
Adger,,,ch5.13-14.*.06,Don might would drive you home.,-0.69156
Adger,,,ch5.13-14.*.07,Erica may can loan you five dollars.,-0.88021
Adger,,,ch5.13-14.*.08,Sean must should apologize for his behavior.,-0.65029
Adger,,,ch5.13-14.g.01,Joe should leave for work on time.,1.349667
Adger,,,ch5.13-14.g.02,Lisa can pick up the dry cleaning.,1.336281
Adger,,,ch5.13-14.g.03,Alex may come to the party tomorrow.,0.74376
Adger,,,ch5.13-14.g.04,Martin should go to the dentist.,1.255283
Adger,,,ch5.13-14.g.05,Leslie could miss school today.,1.158434
Adger,,,ch5.13-14.g.06,Don might drive you home.,1.207323
Adger,,,ch5.13-14.g.07,Erica can loan you five dollars.,0.742925
Adger,,,ch5.13-14.g.08,Sean should apologize for his behavior.,1.270233
Adger,,,ch5.133-134.*.01,Ryan not flew the airplane.,-1.57353
Adger,,,ch5.133-134.*.02,Terry not drove the car.,-1.11597
Adger,,,ch5.133-134.*.03,Sandra not read the book.,-1.46076
Adger,,,ch5.133-134.*.04,Veronica not ate the pie.,-1.10827
Adger,,,ch5.133-134.*.05,Matt not cleaned his room.,-1.28268
Adger,,,ch5.133-134.*.06,Ron not stole the money.,-1.12788
Adger,,,ch5.133-134.*.07,Donna not attended the party.,-0.93875
Adger,,,ch5.133-134.*.08,Eve not bought the watch.,-0.95009
Adger,,,ch5.135-136.g.01,Ryan did not fly the airplane.,1.262758
Adger,,,ch5.135-136.g.02,Terry did not drive the car.,0.968212
Adger,,,ch5.135-136.g.03,Sandra did not read the book.,1.199901
Adger,,,ch5.135-136.g.04,Veronica did not eat the pie.,1.298541
Adger,,,ch5.135-136.g.05,Matt did not clean his room.,1.191084
Adger,,,ch5.135-136.g.06,Ron did not steal the money.,0.91738
Adger,,,ch5.135-136.g.07,Donna did not attend the party.,1.067206
Adger,,,ch5.135-136.g.08,Eve did not buy the watch.,1.140326
Adger,,,ch5.139.g.01,Ryan has never flown an airplane.,0.604599
Adger,,,ch5.139.g.02,Terry has never driven a car.,1.203421
Adger,,,ch5.139.g.03,Sandra has never read a book.,1.098989
Adger,,,ch5.139.g.04,Veronica has never eaten a pie.,1.329686
Adger,,,ch5.139.g.05,Matt has never cleaned his room.,1.138059
Adger,,,ch5.139.g.06,Ron has never stolen money.,1.04489
Adger,,,ch5.139.g.07,Donna has never attended a party.,0.917083
Adger,,,ch5.139.g.08,Eve has never bought a watch.,1.175163
Adger,,,ch5.140.*.01,Ryan never has flown an airplane.,0.630086
Adger,,,ch5.140.*.02,Terry never has driven a car.,0.801832
Adger,,,ch5.140.*.03,Sandra never has read a book.,0.217452
Adger,,,ch5.140.*.04,Veronica never has eaten a pie.,0.975469
Adger,,,ch5.140.*.05,Matt never has cleaned his room.,0.715563
Adger,,,ch5.140.*.06,Ron never has stolen money.,0.231626
Adger,,,ch5.140.*.07,Donna never has attended a party.,0.15473
Adger,,,ch5.140.*.08,Eve never has bought a watch.,0.001954
Adger,,,ch5.144.g.01,Jason hasn't arrived.,1.165899
Adger,,,ch5.144.g.02,Marty hasn't returned home.,0.552411
Adger,,,ch5.144.g.03,Jessica hasn't paid her bills.,0.738497
Adger,,,ch5.144.g.04,Holly hasn't finished the report.,1.319587
Adger,,,ch5.144.g.05,Todd hasn't told the truth.,1.009293
Adger,,,ch5.144.g.06,Sarah hasn't answered the question.,0.500116
Adger,,,ch5.144.g.07,Michelle hasn't responded to the accusation.,0.722267
Adger,,,ch5.144.g.08,Kyle hasn't apologized for the prank.,1.201821
Adger,,,ch5.145.*.01,Jason not arrived.,-0.82468
Adger,,,ch5.145.*.02,Marty not returned home.,-1.19654
Adger,,,ch5.145.*.03,Jessica not paid her bills.,-1.30541
Adger,,,ch5.145.*.04,Holly not finished the report.,-0.80533
Adger,,,ch5.145.*.05,Todd not told the truth.,-0.76855
Adger,,,ch5.145.*.06,Sarah not answered the question.,-0.50986
Adger,,,ch5.145.*.07,Michelle not responded to the accusation.,-0.78033
Adger,,,ch5.145.*.08,Kyle not apologized for the prank.,-0.9256
Adger,,,ch5.146.g.01,Jason didn't arrive.,0.718512
Adger,,,ch5.146.g.02,Marty didn't return home.,1.349096
Adger,,,ch5.146.g.03,Jessica didn't pay her bills.,1.26358
Adger,,,ch5.146.g.04,Holly didn't finish the report.,0.447405
Adger,,,ch5.146.g.05,Todd didn't tell the truth.,0.997787
Adger,,,ch5.146.g.06,Sarah didn't answer the question.,1.356926
Adger,,,ch5.146.g.07,Michelle didn't respond to the accusation.,1.234673
Adger,,,ch5.146.g.08,Kyle didn't apologize for the prank.,0.534512
Adger,,,ch5.147-148.*.01,Jason didn't arrived.,-0.56913
Adger,,,ch5.147-148.*.02,Marty didn't returned home.,-0.22904
Adger,,,ch5.147-148.*.03,Jessica didn't paid her bills.,-0.46766
Adger,,,ch5.147-148.*.04,Holly didn't finished the report.,0.424671
Adger,,,ch5.147-148.*.05,Todd didn't told the truth.,-0.84253
Adger,,,ch5.147-148.*.06,Sarah didn't answered the question.,0.206466
Adger,,,ch5.147-148.*.07,Michelle didn't responded to the accusation.,0.811749
Adger,,,ch5.147-148.*.08,Kyle didn't apologized for the prank.,0.925439
Adger,,,ch5.19-20.g.01,I believed she was pregnant.,1.000733
Adger,,,ch5.19-20.g.02,I thought he was honest.,1.282
Adger,,,ch5.19-20.g.03,I assumed she was lying.,0.790666
Adger,,,ch5.19-20.g.04,I guessed he was married.,0.111685
Adger,,,ch5.19-20.g.05,I predicted she was guilty.,0.703876
Adger,,,ch5.19-20.g.06,I thought he was back in town.,1.127269
Adger,,,ch5.19-20.g.07,I believed she was sick.,0.814215
Adger,,,ch5.19-20.g.08,I assumed he was innocent.,1.249661
Adger,,,ch5.21-22.*.01,I believed she is pregnant.,-0.02241
Adger,,,ch5.21-22.*.02,I thought he is honest.,0.156641
Adger,,,ch5.21-22.*.03,I assumed she is lying.,-0.0332
Adger,,,ch5.21-22.*.04,I guessed he is married.,0.588843
Adger,,,ch5.21-22.*.05,I predicted she is guilty.,0.163112
Adger,,,ch5.21-22.*.06,I thought he is back in town.,-0.05017
Adger,,,ch5.21-22.*.07,I believed she is sick.,-0.33012
Adger,,,ch5.21-22.*.08,I assumed he is innocent.,0.231725
Adger,,,ch5.25-26.g.01,I believed she might be pregnant.,0.658053
Adger,,,ch5.25-26.g.02,I thought he could be honest.,0.837124
Adger,,,ch5.25-26.g.03,I assumed she would be lying.,0.836092
Adger,,,ch5.25-26.g.04,I guessed he should be married.,0.171882
Adger,,,ch5.25-26.g.05,I predicted she might be guilty.,0.733109
Adger,,,ch5.25-26.g.06,I thought he could be back in town.,0.647402
Adger,,,ch5.25-26.g.07,I believed she would be sick.,0.702119
Adger,,,ch5.25-26.g.08,I assumed he should be innocent.,0.260728
Adger,,,ch5.27-28.*.01,I believed she may be pregnant.,0.06145
Adger,,,ch5.27-28.*.02,I thought he can be honest.,-0.3262
Adger,,,ch5.27-28.*.03,I assumed she will be lying.,0.284003
Adger,,,ch5.27-28.*.04,I guessed he shall be married.,-0.25849
Adger,,,ch5.27-28.*.05,I predicted she may be guilty.,0.530117
Adger,,,ch5.27-28.*.06,I thought he can be back in town.,-0.60226
Adger,,,ch5.27-28.*.07,I believed she will be sick.,-0.49272
Adger,,,ch5.27-28.*.08,I assumed he shall be innocent.,-0.19751
Adger,,,ch5.31.*.01,Dale might loved Clare.,-0.48337
Adger,,,ch5.31.*.02,Marie could bought the book.,-1.03986
Adger,,,ch5.31.*.03,Tim should ate the apple.,-0.8289
Adger,,,ch5.31.*.04,Vince would cooked dinner.,-0.79753
Adger,,,ch5.31.*.05,Helen would rode the bus.,-0.87029
Adger,,,ch5.31.*.06,Jill should listened to the radio.,-0.66932
Adger,,,ch5.31.*.07,Frank could climbed the ladder.,-1.12794
Adger,,,ch5.31.*.08,Evan might sold the house.,-0.77222
Adger,,,ch5.31.g.01,Dale loved Clare.,1.543345
Adger,,,ch5.31.g.02,Marie bought the book.,1.148895
Adger,,,ch5.31.g.03,Tim ate the apple.,1.141569
Adger,,,ch5.31.g.04,Vince cooked dinner.,1.278196
Adger,,,ch5.31.g.05,Helen rode the bus.,1.304909
Adger,,,ch5.31.g.06,Jill listened to the radio.,1.07311
Adger,,,ch5.31.g.07,Frank climbed the ladder.,1.109274
Adger,,,ch5.31.g.08,Evan sold the house.,0.991863
Adger,,,ch5.36.*.01,Dale do loved Clare.,-0.76804
Adger,,,ch5.36.*.02,Marie do bought the book.,-1.04357
Adger,,,ch5.36.*.03,Tim do ate the apple.,-1.21597
Adger,,,ch5.36.*.04,Vince do cooked dinner.,-1.09545
Adger,,,ch5.36.*.05,Helen do rode the bus.,-1.05367
Adger,,,ch5.36.*.06,Jill do listened to the radio.,-0.84663
Adger,,,ch5.36.*.07,Frank do climbed the ladder.,-0.8602
Adger,,,ch5.36.*.08,Evan do sold the house.,-1.12398
Adger,,,ch5.37.g.01,Benjamin said he would run away and run away he will.,0.131574
Adger,,,ch5.37.g.02,Madeleine said she coud catch the sardines and catch the sardines she will.,-0.10999
Adger,,,ch5.37.g.03,Tom said he could win the trophy and win the trophy he will.,0.546613
Adger,,,ch5.37.g.04,Sally said she would organize the meeting and organize the meeting she will.,-0.19907
