dataset,notes,typo?,id,sentence,sent_length
Adger,,,ch3.58.g.02,Girls try to tease the short boys.,9
Adger,,,ch3.58.g.03,Students want to annoy the mean teachers.,9
Adger,,,ch3.58.g.04,Professors hope to trick the lazy students.,9
Adger,,,ch3.58.g.05,Hospitals need to hire the experienced doctors.,9
Adger,,,ch3.58.g.06,Tutors try to help the disadvantaged kids.,9
Adger,,,ch3.58.g.07,Nurses promise to comfort the suffering patients.,9
Adger,,,ch3.58.g.08,Dogs like to chase the stray cats.,9
Adger,,,ch3.59.g.01,Humans love to eat some happy pigs which can fly.,12
Adger,,,ch3.59.g.02,Girls try to tease some short boys who wear flannel.,12
Adger,,,ch3.59.g.03,Students want to annoy some mean teachers who give pop quizzes.,13
Adger,,,ch3.59.g.04,Professors hope to trick some lazy students who skip class.,12
Adger,,,ch3.59.g.05,Hospitals need to hire some experienced doctors who can treat tuberculosis.,13
Adger,,,ch3.59.g.06,Tutors try to help some disadvantaged kids who want to attend college.,14
Adger,,,ch3.59.g.07,Nurses promise to comfort some suffering patients who have no visitors.,13
Adger,,,ch3.59.g.08,Dogs like to chase some stray cats that meow loudly.,12
Adger,,,ch3.63.*.01,Peter is those pigs.,6
Adger,,,ch3.63.*.02,Margaret is those boys.,6
Adger,,,ch3.63.*.03,Jimmy is those teachers.,6
Adger,,,ch3.63.*.04,Jessica is those students.,6
Adger,,,ch3.63.*.05,Frank is those doctors.,6
Adger,,,ch3.63.*.06,Sarah is those kids.,6
Adger,,,ch3.63.*.07,Jack is those patients.,6
Adger,,,ch3.63.*.08,Anna is those cats.,6
Adger,,,ch3.64.*.01,Peter is the old pigs.,7
Adger,,,ch3.64.*.02,Margaret is the short boys.,7
Adger,,,ch3.64.*.03,Jimmy is the mean teachers.,7
Adger,,,ch3.64.*.04,Jessica is the lazy students.,7
Adger,,,ch3.64.*.05,Frank is the experienced doctors.,7
Adger,,,ch3.64.*.06,Sarah is the disadvantaged kids.,7
Adger,,,ch3.64.*.07,Jack is the suffering patients.,7
Adger,,,ch3.64.*.08,Anna is the stray cats.,7
Adger,,,ch3.65.*.01,Peter is some happy pigs which can fly.,10
Adger,,,ch3.65.*.02,Margaret is some short boys who wear flannel.,10
Adger,,,ch3.65.*.03,Jimmy is some mean teachers who give pop quizzes.,11
Adger,,,ch3.65.*.04,Jessica is some lazy students who skip class.,10
Adger,,,ch3.65.*.05,Frank is some experienced doctors who can treat tuberculosis.,11
Adger,,,ch3.65.*.06,Sarah is some disadvantaged kids who want to attend college.,12
Adger,,,ch3.65.*.07,Jack is some suffering patients who have no visitors.,11
Adger,,,ch3.65.*.08,Anna is some stray cats that meow loudly.,10
Adger,,,ch3.73.g.01,Owners of pigs love to eat truffles.,9
Adger,,,ch3.73.g.02,Friends of girls try to tease boys.,9
Adger,,,ch3.73.g.03,Parents of students want to annoy teachers.,9
Adger,,,ch3.73.g.04,Spouses of professors hope to trick students.,9
Adger,,,ch3.73.g.05,Administraters of hospitals need to hire doctors.,9
Adger,,,ch3.73.g.06,Managers of tutors try to help kids.,9
Adger,,,ch3.73.g.07,Assistants of nurses promise to comfort patients.,9
Adger,,,ch3.73.g.08,Babysitters of dogs like to chase cats.,9
Adger,,,ch3.74.*.01,Owners of a pig loves to eat truffles.,10
Adger,,,ch3.74.*.02,Friends of a girl tries to tease boys.,10
Adger,,,ch3.74.*.03,Parents of a student wants to annoy teachers.,10
Adger,,,ch3.74.*.04,Spouses of a professor hopes to trick students.,10
Adger,,,ch3.74.*.05,Administraters of a hospital needs to hire doctors.,10
Adger,,,ch3.74.*.06,Managers of a tutor tries to help kids.,10
Adger,,,ch3.74.*.07,Assistants of a nurse promises to comfort patients.,10
Adger,,,ch3.74.*.08,Babysitters of a dog likes to chase cats.,10
Adger,,,ch3.77.g.01,It rained.,4
Adger,,,ch3.77.g.02,It snowed.,4
Adger,,,ch3.77.g.03,It hailed.,4
Adger,,,ch3.77.g.04,It stormed.,4
Adger,,,ch3.77.g.05,It stormed.,4
Adger,,,ch3.77.g.06,It hailed.,4
Adger,,,ch3.77.g.07,It snowed.,4
Adger,,,ch3.77.g.08,It rained.,4
Adger,,,ch3.79.*.01,The weather rained.,5
Adger,,,ch3.79.*.02,The day snowed.,5
Adger,,,ch3.79.*.03,The night hailed.,5
Adger,,,ch3.79.*.04,The cloud stormed.,5
Adger,,,ch3.79.*.05,The cloud stormed.,5
Adger,,,ch3.79.*.06,The night hailed.,5
Adger,,,ch3.79.*.07,The day snowed.,5
Adger,,,ch3.79.*.08,The weather rained.,5
Adger,,,ch3.92-94.*.01,Andy demonized.,4
Adger,,,ch3.92-94.*.02,April put a book.,6
Adger,,,ch3.92-94.*.03,Stanley controls.,4
Adger,,,ch3.92-94.*.04,Susan threw.,4
Adger,,,ch3.92-94.*.05,Peter convinced.,4
Adger,,,ch3.92-94.*.06,Leslie attempted.,4
Adger,,,ch3.92-94.*.07,James bought.,4
Adger,,,ch3.92-94.*.08,Denise sent.,4
Adger,,,ch3.92-94.g.01,Andy demonized David.,5
Adger,,,ch3.92-94.g.02,April put a book on the shelf.,9
Adger,,,ch3.92-94.g.03,Stanley controls the machine.,6
Adger,,,ch3.92-94.g.04,Susan threw the ball.,6
Adger,,,ch3.92-94.g.05,Peter convinced the judge.,6
Adger,,,ch3.92-94.g.06,Leslie attempted the homework.,6
Adger,,,ch3.92-94.g.07,James bought a computer.,6
Adger,,,ch3.92-94.g.08,Denise sent the letter.,6
Adger,,,ch4.22d.*.01,Burn the letters quickly is the best thing to do.,12
Adger,,,ch4.22d.*.02,Clean the floor thoroughly is the next chore on the list.,13
Adger,,,ch4.22d.*.03,Walk the dog slowly is the best way to meet other dog owners.,15
Adger,,,ch4.22d.*.04,Pass the class easily may not be possible.,10
Adger,,,ch4.22d.*.05,Scare the audience suddenly is a common strategy in horror films.,13
Adger,,,ch4.22d.*.06,Calculate your taxes inaccurately is a good way to get audited.,13
Adger,,,ch4.22d.*.07,Carry a hot pan safely is an important skill in a restaurant.,14
Adger,,,ch4.22d.*.08,Read the instructions carefully is the best way to do well on an assignment.,16
Adger,,,ch4.22e.g.01,Burning the letters quickly is the best thing to do.,12
Adger,,,ch4.22e.g.02,Cleaning the floor thoroughly is the next chore on the list.,13
Adger,,,ch4.22e.g.03,Walking the dog slowly is the best way to meet other dog owners.,15
Adger,,,ch4.22e.g.04,Passing the class easily may not be possible.,10
Adger,,,ch4.22e.g.05,Scaring the audience suddenly is a common strategy in horror films.,13
Adger,,,ch4.22e.g.06,Calculating your taxes inaccurately is a good way to get audited.,13
Adger,,,ch4.22e.g.07,Carrying a hot pan safely is an important skill in a restaurant.,14
Adger,,,ch4.22e.g.08,Reading the instructions carefully is the best way to do well on an assignment.,16
Adger,,,ch4.37.g.01,I shaved myself.,5
Adger,,,ch4.37.g.02,Bob dressed himself.,5
Adger,,,ch4.37.g.03,Tania fed herself.,5
Adger,,,ch4.37.g.04,They praised themselves.,5
Adger,,,ch4.37.g.05,I bathed myself.,5
Adger,,,ch4.37.g.06,Dale injured himself.,5
Adger,,,ch4.37.g.07,Rebecca questioned herself.,5
Adger,,,ch4.37.g.08,They drove themselves.,5
Adger,,,ch4.38.*.01,Myself shaved me.,5
Adger,,,ch4.38.*.02,Himself dressed Bob.,5
Adger,,,ch4.38.*.03,Herself fed Tania.,5
Adger,,,ch4.38.*.04,Themselves praised them.,5
Adger,,,ch4.38.*.05,Myself bathed me.,5
Adger,,,ch4.38.*.06,Himself injured Dale.,5
Adger,,,ch4.38.*.07,Herself questioned Rebecca.,5
Adger,,,ch4.38.*.08,Themselves drove them.,5
Adger,,,ch4.44.g.01,The man I saw left.,7
Adger,,,ch4.44.g.02,The actress Bob interviewed giggled.,7
Adger,,,ch4.44.g.03,The policeman Tania called arrived.,7
Adger,,,ch4.44.g.04,The doctor they saw went on vacation.,9
Adger,,,ch4.44.g.05,The teacher I feared was out sick.,9
Adger,,,ch4.44.g.06,The waitress Dale met cried.,7
Adger,,,ch4.44.g.07,The mailman rebecca insulted left the room.,9
Adger,,,ch4.44.g.08,The nurse they admired retired.,7
Adger,,,ch4.45.*.01,The man I saw shaved myself.,8
Adger,,,ch4.45.*.02,The actress Bob interviewed dressed himself.,8
Adger,,,ch4.45.*.03,The policeman Tania called fed herself.,8
Adger,,,ch4.45.*.04,The doctor they saw praised themselves.,8
Adger,,,ch4.45.*.05,The teacher I feared bathed myself.,8
Adger,,,ch4.45.*.06,The waitress Dale met injured himself.,8
Adger,,,ch4.45.*.07,The mailman Rebecca insulted quesioned herself.,8
Adger,,,ch4.45.*.08,The nurse they admired drove themselves.,8
Adger,,,ch4.68a.*.01,Benjamin gave to Lee it.,7
Adger,,,ch4.68a.*.02,Jessica received from George it.,7
Adger,,,ch4.68a.*.03,Sam sent to Bob it.,7
Adger,,,ch4.68a.*.04,Debbie took from Tammy it.,7
Adger,,,ch4.68a.*.05,Lewis accepted from Clark it.,7
Adger,,,ch4.68a.*.06,Cheryl mailed to Laura it.,7
Adger,,,ch4.68a.*.07,Brian kicked to Ben it.,7
Adger,,,ch4.68a.*.08,Andrea threw to Kylie it.,7
Adger,,,ch4.69a-70a.g.01,Benjamin said he would run away and he did run away.,13
Adger,,,ch4.69a-70a.g.02,Madeleine planned to catch the sardines and she did catch the sardines.,14
Adger,,,ch4.69a-70a.g.03,Tom thought he would win the trophy and he did win the trophy.,15
Adger,,,ch4.69a-70a.g.04,Sally said she would organize the meeting and she did organize the meeting.,15
Adger,,,ch4.69a-70a.g.05,Paul planned to buy a car and he did buy a car.,14
Adger,,,ch4.69a-70a.g.06,Mona promised to pay her bill and she did pay her bill.,14
Adger,,,ch4.69a-70a.g.07,Francis thought he would pass the class and he did pass the class.,15
Adger,,,ch4.69a-70a.g.08,Tania said she would hit a home run and she did hit a home run.,17
Adger,,,ch4.69b-70b.g.01,Benjamin said he would run away and run away he did.,13
Adger,,,ch4.69b-70b.g.02,Madeleine planned to catch the sardines and catch the sardines she did.,14
Adger,,,ch4.69b-70b.g.03,Tom thought he would win the trophy and win the trophy he did.,15
Adger,,,ch4.69b-70b.g.04,Sally said she would organize the meeting and organize the meeting she did.,15
Adger,,,ch4.69b-70b.g.05,Paul planned to buy a car and buy a car he did.,14
Adger,,,ch4.69b-70b.g.06,Mona promised to pay her bill and pay her bill she did.,14
Adger,,,ch4.69b-70b.g.07,Francis thought he would pass the class and pass the class he did.,15
Adger,,,ch4.69b-70b.g.08,Tania said she would hit a home run and hit a home run she did.,17
Adger,,,ch4.69b.g.01,Benjamin gave it to Lee.,7
Adger,,,ch4.69b.g.02,Jessica received it from George.,7
Adger,,,ch4.69b.g.03,Sam sent it to Bob.,7
Adger,,,ch4.69b.g.04,Debbie took it from Tammy.,7
Adger,,,ch4.69b.g.05,Lewis accepted it from Clark.,7
Adger,,,ch4.69b.g.06,Cheryl mailed it to Laura.,7
Adger,,,ch4.69b.g.07,Brian kicked it to Ben.,7
Adger,,,ch4.69b.g.08,Andrea threw it to Kylie.,7
Adger,,,ch4.71.g.01,Benjamin said he would give the cloak to Lee and give the cloak to Lee he did.,19
Adger,,,ch4.71.g.02,Madeleine planned to receive the check from George and receive the check the from George she did.,19
Adger,,,ch4.71.g.03,Tom thought he would send the letter to Bob and send the letter to Bob he did.,19
Adger,,,ch4.71.g.04,Sally said she would take the ball from Tammy and take the ball from Tammy she did.,19
Adger,,,ch4.71.g.05,Paul planned to accept the gift from Clark and accept the gift from Clark he did.,18
Adger,,,ch4.71.g.06,Mona promised to mail the letter to Laura and mail the letter to Laura she did.,18
Adger,,,ch4.71.g.07,Francis thought he would kick the ball to Ben and kick the ball to Ben he did.,19
Adger,,,ch4.71.g.08,Tania said she would throw the frisbee to Kylie and throw the frisbee to Kylie she did.,19
Adger,,,ch4.72.*.01,Benjamin said he would give the cloak to Lee and give the cloak he did to Lee.,19
Adger,,,ch4.72.*.02,Madeleine planned to receive the check from George and receive the check she did from George.,18
Adger,,,ch4.72.*.03,Tom thought he would send the letter to Bob and send the letter he did to Bob.,19
Adger,,,ch4.72.*.04,Sally said she would take the ball from Tammy and take the ball she did from Tammy.,19
Adger,,,ch4.72.*.05,Paul planned to accept the gift from Clark and accept the gift he did from Clark.,18
Adger,,,ch4.72.*.06,Mona promised to mail the letter to Laura and mail the letter she did to Laura.,18
Adger,,,ch4.72.*.07,Francis thought he would kick the ball to Ben and kick the ball he did to Ben.,19
Adger,,,ch4.72.*.08,Tania said she would throw the frisbee to Kylie and throw the frisbee she did to Kylie.,19
Adger,,,ch5. 43-44.g.01,She tried to leave.,6
Adger,,,ch5. 43-44.g.02,We wanted to eat cake.,7
Adger,,,ch5. 43-44.g.03,He promised to behave.,6
Adger,,,ch5. 43-44.g.04,I asked to join the group.,8
Adger,,,ch5. 43-44.g.05,He asked to be removed from the list.,10
Adger,,,ch5. 43-44.g.06,I promised to help after school.,8
Adger,,,ch5. 43-44.g.07,She wanted to take a vacation.,8
Adger,,,ch5. 43-44.g.08,We tried to explain ourselves.,7
Adger,,,ch5.13-14.*.01,Joe must should leave for work on time.,10
Adger,,,ch5.13-14.*.02,Lisa might can pick up the dry cleaning.,10
Adger,,,ch5.13-14.*.03,Alex may will come to the party tomorrow.,10
Adger,,,ch5.13-14.*.04,Martin might should go to the dentist.,9
Adger,,,ch5.13-14.*.05,Leslie may could miss school today.,8
Adger,,,ch5.13-14.*.06,Don might would drive you home.,8
Adger,,,ch5.13-14.*.07,Erica may can loan you five dollars.,9
Adger,,,ch5.13-14.*.08,Sean must should apologize for his behavior.,9
Adger,,,ch5.13-14.g.01,Joe should leave for work on time.,9
Adger,,,ch5.13-14.g.02,Lisa can pick up the dry cleaning.,9
Adger,,,ch5.13-14.g.03,Alex may come to the party tomorrow.,9
Adger,,,ch5.13-14.g.04,Martin should go to the dentist.,8
Adger,,,ch5.13-14.g.05,Leslie could miss school today.,7
Adger,,,ch5.13-14.g.06,Don might drive you home.,7
Adger,,,ch5.13-14.g.07,Erica can loan you five dollars.,8
Adger,,,ch5.13-14.g.08,Sean should apologize for his behavior.,8
Adger,,,ch5.133-134.*.01,Ryan not flew the airplane.,7
Adger,,,ch5.133-134.*.02,Terry not drove the car.,7
Adger,,,ch5.133-134.*.03,Sandra not read the book.,7
Adger,,,ch5.133-134.*.04,Veronica not ate the pie.,7
Adger,,,ch5.133-134.*.05,Matt not cleaned his room.,7
Adger,,,ch5.133-134.*.06,Ron not stole the money.,7
Adger,,,ch5.133-134.*.07,Donna not attended the party.,7
Adger,,,ch5.133-134.*.08,Eve not bought the watch.,7
Adger,,,ch5.135-136.g.01,Ryan did not fly the airplane.,8
Adger,,,ch5.135-136.g.02,Terry did not drive the car.,8
Adger,,,ch5.135-136.g.03,Sandra did not read the book.,8
Adger,,,ch5.135-136.g.04,Veronica did not eat the pie.,8
Adger,,,ch5.135-136.g.05,Matt did not clean his room.,8
Adger,,,ch5.135-136.g.06,Ron did not steal the money.,8
Adger,,,ch5.135-136.g.07,Donna did not attend the party.,8
Adger,,,ch5.135-136.g.08,Eve did not buy the watch.,8
Adger,,,ch5.139.g.01,Ryan has never flown an airplane.,8
Adger,,,ch5.139.g.02,Terry has never driven a car.,8
Adger,,,ch5.139.g.03,Sandra has never read a book.,8
Adger,,,ch5.139.g.04,Veronica has never eaten a pie.,8
Adger,,,ch5.139.g.05,Matt has never cleaned his room.,8
Adger,,,ch5.139.g.06,Ron has never stolen money.,7
Adger,,,ch5.139.g.07,Donna has never attended a party.,8
Adger,,,ch5.139.g.08,Eve has never bought a watch.,8
Adger,,,ch5.140.*.01,Ryan never has flown an airplane.,8
Adger,,,ch5.140.*.02,Terry never has driven a car.,8
Adger,,,ch5.140.*.03,Sandra never has read a book.,8
Adger,,,ch5.140.*.04,Veronica never has eaten a pie.,8
Adger,,,ch5.140.*.05,Matt never has cleaned his room.,8
Adger,,,ch5.140.*.06,Ron never has stolen money.,7
Adger,,,ch5.140.*.07,Donna never has attended a party.,8
Adger,,,ch5.140.*.08,Eve never has bought a watch.,8
Adger,,,ch5.144.g.01,Jason hasn't arrived.,5
Adger,,,ch5.144.g.02,Marty hasn't returned home.,6
Adger,,,ch5.144.g.03,Jessica hasn't paid her bills.,7
Adger,,,ch5.144.g.04,Holly hasn't finished the report.,7
Adger,,,ch5.144.g.05,Todd hasn't told the truth.,7
Adger,,,ch5.144.g.06,Sarah hasn't answered the question.,7
Adger,,,ch5.144.g.07,Michelle hasn't responded to the accusation.,8
Adger,,,ch5.144.g.08,Kyle hasn't apologized for the prank.,8
Adger,,,ch5.145.*.01,Jason not arrived.,5
Adger,,,ch5.145.*.02,Marty not returned home.,6
Adger,,,ch5.145.*.03,Jessica not paid her bills.,7
Adger,,,ch5.145.*.04,Holly not finished the report.,7
Adger,,,ch5.145.*.05,Todd not told the truth.,7
Adger,,,ch5.145.*.06,Sarah not answered the question.,7
Adger,,,ch5.145.*.07,Michelle not responded to the accusation.,8
Adger,,,ch5.145.*.08,Kyle not apologized for the prank.,8
Adger,,,ch5.146.g.01,Jason didn't arrive.,5
Adger,,,ch5.146.g.02,Marty didn't return home.,6
Adger,,,ch5.146.g.03,Jessica didn't pay her bills.,7
Adger,,,ch5.146.g.04,Holly didn't finish the report.,7
Adger,,,ch5.146.g.05,Todd didn't tell the truth.,7
Adger,,,ch5.146.g.06,Sarah didn't answer the question.,7
Adger,,,ch5.146.g.07,Michelle didn't respond to the accusation.,8
Adger,,,ch5.146.g.08,Kyle didn't apologize for the prank.,8
Adger,,,ch5.147-148.*.01,Jason didn't arrived.,5
Adger,,,ch5.147-148.*.02,Marty didn't returned home.,6
Adger,,,ch5.147-148.*.03,Jessica didn't paid her bills.,7
Adger,,,ch5.147-148.*.04,Holly didn't finished the report.,7
Adger,,,ch5.147-148.*.05,Todd didn't told the truth.,7
Adger,,,ch5.147-148.*.06,Sarah didn't answered the question.,7
Adger,,,ch5.147-148.*.07,Michelle didn't responded to the accusation.,8
Adger,,,ch5.147-148.*.08,Kyle didn't apologized for the prank.,8
Adger,,,ch5.19-20.g.01,I believed she was pregnant.,7
Adger,,,ch5.19-20.g.02,I thought he was honest.,7
Adger,,,ch5.19-20.g.03,I assumed she was lying.,7
Adger,,,ch5.19-20.g.04,I guessed he was married.,7
Adger,,,ch5.19-20.g.05,I predicted she was guilty.,7
Adger,,,ch5.19-20.g.06,I thought he was back in town.,9
Adger,,,ch5.19-20.g.07,I believed she was sick.,7
Adger,,,ch5.19-20.g.08,I assumed he was innocent.,7
Adger,,,ch5.21-22.*.01,I believed she is pregnant.,7
Adger,,,ch5.21-22.*.02,I thought he is honest.,7
Adger,,,ch5.21-22.*.03,I assumed she is lying.,7
Adger,,,ch5.21-22.*.04,I guessed he is married.,7
Adger,,,ch5.21-22.*.05,I predicted she is guilty.,7
Adger,,,ch5.21-22.*.06,I thought he is back in town.,9
Adger,,,ch5.21-22.*.07,I believed she is sick.,7
Adger,,,ch5.21-22.*.08,I assumed he is innocent.,7
Adger,,,ch5.25-26.g.01,I believed she might be pregnant.,8
Adger,,,ch5.25-26.g.02,I thought he could be honest.,8
Adger,,,ch5.25-26.g.03,I assumed she would be lying.,8
Adger,,,ch5.25-26.g.04,I guessed he should be married.,8
Adger,,,ch5.25-26.g.05,I predicted she might be guilty.,8
Adger,,,ch5.25-26.g.06,I thought he could be back in town.,10
Adger,,,ch5.25-26.g.07,I believed she would be sick.,8
Adger,,,ch5.25-26.g.08,I assumed he should be innocent.,8
Adger,,,ch5.27-28.*.01,I believed she may be pregnant.,8
Adger,,,ch5.27-28.*.02,I thought he can be honest.,8
Adger,,,ch5.27-28.*.03,I assumed she will be lying.,8
Adger,,,ch5.27-28.*.04,I guessed he shall be married.,8
Adger,,,ch5.27-28.*.05,I predicted she may be guilty.,8
Adger,,,ch5.27-28.*.06,I thought he can be back in town.,10
Adger,,,ch5.27-28.*.07,I believed she will be sick.,8
Adger,,,ch5.27-28.*.08,I assumed he shall be innocent.,8
Adger,,,ch5.31.*.01,Dale might loved Clare.,6
Adger,,,ch5.31.*.02,Marie could bought the book.,7
Adger,,,ch5.31.*.03,Tim should ate the apple.,7
Adger,,,ch5.31.*.04,Vince would cooked dinner.,6
Adger,,,ch5.31.*.05,Helen would rode the bus.,7
Adger,,,ch5.31.*.06,Jill should listened to the radio.,8
Adger,,,ch5.31.*.07,Frank could climbed the ladder.,7
Adger,,,ch5.31.*.08,Evan might sold the house.,7
Adger,,,ch5.31.g.01,Dale loved Clare.,5
Adger,,,ch5.31.g.02,Marie bought the book.,6
Adger,,,ch5.31.g.03,Tim ate the apple.,6
Adger,,,ch5.31.g.04,Vince cooked dinner.,5
Adger,,,ch5.31.g.05,Helen rode the bus.,6
Adger,,,ch5.31.g.06,Jill listened to the radio.,7
Adger,,,ch5.31.g.07,Frank climbed the ladder.,6
Adger,,,ch5.31.g.08,Evan sold the house.,6
Adger,,,ch5.36.*.01,Dale do loved Clare.,6
Adger,,,ch5.36.*.02,Marie do bought the book.,7
Adger,,,ch5.36.*.03,Tim do ate the apple.,7
Adger,,,ch5.36.*.04,Vince do cooked dinner.,6
Adger,,,ch5.36.*.05,Helen do rode the bus.,7
Adger,,,ch5.36.*.06,Jill do listened to the radio.,8
Adger,,,ch5.36.*.07,Frank do climbed the ladder.,7
Adger,,,ch5.36.*.08,Evan do sold the house.,7
Adger,,,ch5.37.g.01,Benjamin said he would run away and run away he will.,13
Adger,,,ch5.37.g.02,Madeleine said she coud catch the sardines and catch the sardines she will.,15
Adger,,,ch5.37.g.03,Tom said he could win the trophy and win the trophy he will.,15
Adger,,,ch5.37.g.04,Sally said she would organize the meeting and organize the meeting she will.,15
Adger,,,ch5.37.g.05,Paul said he would buy a car and buy a car he will.,15
Adger,,,ch5.37.g.06,Mona said she would pay her bill and pay her bill she will.,15
Adger,,,ch5.37.g.07,Francis said he would pass the class and pass the class he will.,15
Adger,,,ch5.37.g.08,Tania said she could hit a home run and hit a home run she will.,17
Adger,,,ch5.38.*.01,Benjamin said he ran away and ran away he.,11
Adger,,,ch5.38.*.02,Madeleine said she caught the sardines and caught the sardines she.,13
Adger,,,ch5.38.*.03,Tom said he won the trophy and won the trophy he.,13
Adger,,,ch5.38.*.04,Sally said she organized the meeting and organized the meeting she.,13
Adger,,,ch5.38.*.05,Paul said he bought a car and bought a car he.,13
Adger,,,ch5.38.*.06,Mona said she paid her bill and paid her bill she.,13
Adger,,,ch5.38.*.07,Francis said he passed the class and passed the class he.,13
Adger,,,ch5.38.*.08,Tania said she hit a home run and hit a home run she.,15
Adger,,,ch5.39.g.01,Benjamin said he ran away and ran away he did.,12
Adger,,,ch5.39.g.02,Madeleine said she caught the sardines and caught the sardines she did.,14
Adger,,,ch5.39.g.03,Tom said he won the trophy and won the trophy he did.,14
Adger,,,ch5.39.g.04,Sally said she organized the meeting and organized the meeting she did.,14
Adger,,,ch5.39.g.05,Paul said he bought a car and bought a car he did.,14
Adger,,,ch5.39.g.06,Mona said she paid her bill and paid her bill she did.,14
Adger,,,ch5.39.g.07,Francis said he passed the class and passed the class he did.,14
Adger,,,ch5.39.g.08,Tania said she hit a home run and hit a home run she did.,16
Adger,,,ch5.45-46.*.01,She tried to left.,6
Adger,,,ch5.45-46.*.02,We wanted to ate cake.,7
Adger,,,ch5.45-46.*.03,He promised to behaved.,6
Adger,,,ch5.45-46.*.04,I asked to joined the group.,8
Adger,,,ch5.45-46.*.05,He asked to was removed from the list.,10
Adger,,,ch5.45-46.*.06,I promised to helped after school.,8
Adger,,,ch5.45-46.*.07,She wanted to took a vacation.,8
Adger,,,ch5.45-46.*.08,We tried to explained ourselves.,7
Adger,,,ch5.47-48.*.01,She tried to may leave.,7
Adger,,,ch5.47-48.*.02,We wanted to can eat cake.,8
Adger,,,ch5.47-48.*.03,He promised to will behave.,7
Adger,,,ch5.47-48.*.04,I asked to must join the group.,9
Adger,,,ch5.47-48.*.05,He asked to must be removed from the list.,11
Adger,,,ch5.47-48.*.06,I promised to will help after school.,9
Adger,,,ch5.47-48.*.07,She wanted to can take a vacation.,9
Adger,,,ch5.47-48.*.08,We tried to may explain ourselves.,8
Adger,,,ch5.49.*.01,She tried to do leave.,7
Adger,,,ch5.49.*.02,Wanted to do eat cake.,7
Adger,,,ch5.49.*.03,He promised to do behave.,7
Adger,,,ch5.49.*.04,I asked to do join the group.,9
Adger,,,ch5.49.*.05,He asked to do be removed from the list.,11
Adger,,,ch5.49.*.06,I promised to do help after school.,9
Adger,,,ch5.49.*.07,She wanted to do take a vacation.,9
Adger,,,ch5.49.*.08,We tried to do explain ourselves.,8
Adger,,,ch5.50.g.01,Casey wanted to sleep and Marcy tried to as well.,12
Adger,,,ch5.50.g.02,Mark promised to visit and Ben agreed to as well.,12
Adger,,,ch5.50.g.03,Sarah asked to be excused and Larry wanted to as well.,13
Adger,,,ch5.50.g.04,Penny wanted to cook dinner and Dana asked to as well.,13
Adger,,,ch5.50.g.05,Beth promised to return the book and Anna agreed to as well.,14
Adger,,,ch5.50.g.06,Kurt asked to borrow some money and William wanted to as well.,14
Adger,,,ch5.50.g.07,Paul wanted to drive the new car and Frank asked to as well.,15
Adger,,,ch5.50.g.08,Vivian promised to watche the kids and Neil agreed to as well.,14
Adger,,,ch5.51.*.01,Casey wanted to sleep and Marcy tried to do.,11
Adger,,,ch5.51.*.02,Mark promised to visit and Ben agreed to do.,11
Adger,,,ch5.51.*.03,Sarah asked to be excused and Larry wanted to do.,12
Adger,,,ch5.51.*.04,Penny wanted to cook dinner and Dana asked to do.,12
Adger,,,ch5.51.*.05,Beth promised to return the book and Anna agreed to do.,13
Adger,,,ch5.51.*.06,Kurt asked to borrow some money and William wanted to do.,13
Adger,,,ch5.51.*.07,Paul wanted to drive the new car and Frank asked to do.,14
Adger,,,ch5.51.*.08,Vivian promised to watche the kids and Neil agreed to do.,13
Adger,,,ch5.8.*.01,George seek may Isabelle.,6
Adger,,,ch5.8.*.02,Brian call must Susan.,6
Adger,,,ch5.8.*.03,Caroline bake can cupcakes.,6
Adger,,,ch5.8.*.04,Richard stay should home today.,7
Adger,,,ch5.8.*.05,Alicia find will a new job.,8
Adger,,,ch5.8.*.06,Kelly forget may her homework.,7
Adger,,,ch5.8.*.07,Sam lift can 300 pounds.,7
Adger,,,ch5.8.*.08,Cassandra be must home before midnight.,8
Adger,,,ch5.8.g.01,George may seek Isabelle.,6
Adger,,,ch5.8.g.02,Brian must call Susan.,6
Adger,,,ch5.8.g.03,Caroline can bake cupcakes.,6
Adger,,,ch5.8.g.04,Richard should stay home today.,7
Adger,,,ch5.8.g.05,Alicia will find a new job.,8
Adger,,,ch5.8.g.06,Kelly may forget her homework.,7
Adger,,,ch5.8.g.07,Sam can lift 300 pounds.,7
Adger,,,ch5.8.g.08,Cassandra must be home before midnight.,8
Adger,,,ch5.81-82.*.01,I have might be eating dinner.,8
Adger,,,ch5.81-82.*.02,I could be have reading the newspaper.,9
Adger,,,ch5.81-82.*.03,I have been should walking to work.,9
Adger,,,ch5.81-82.*.04,I be would have asking for help.,9
Adger,,,ch5.81-82.*.05,She have would be wearing a red hat.,10
Adger,,,ch5.81-82.*.06,She should be have holding my hand.,9
Adger,,,ch5.81-82.*.07,She have been could finishing her homework.,9
Adger,,,ch5.81-82.*.08,She be might have watching television.,8
Adger,,,ch5.84.*.01,"I'd planned to have finished, and have finished I did.",12
Adger,,,ch5.84.*.02,"I'd planned to have succeeded, and have succeeded I did.",12
Adger,,,ch5.84.*.03,"I'd planned to have won, and have won I did.",12
Adger,,,ch5.84.*.04,"I'd planned to have graduated, and have graduated I did.",12
Adger,,,ch5.84.*.05,"I'd planned to have triumphed, and have triumphed I did.",12
Adger,,,ch5.84.*.06,"I'd planned to have escaped, and have escaped I did.",12
